Player,Team,Pos,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,IBB,HBP,SAC,SF,TB,XBH,GDP,GO,AO,GO_AO,NP,PA
" Gimenez, C",TB,C,4,3,0,1,1,0,0,0,1,1,0,0,0.333,0.5,0.667,1.167,0,0,0,0,2,1,1,2,0,*.**,18,4
" Gosselin, P",ATL,2B,4,6,2,2,0,0,0,0,1,2,0,0,0.333,0.429,0.333,0.762,1,0,0,0,2,0,0,1,1,1,24,7
" Hellickson, J",TB,P,2,3,0,1,0,0,0,0,0,1,0,0,0.333,0.333,0.333,0.667,0,0,0,0,1,0,0,1,0,*.**,13,3
" Miner, Z",PHI,P,16,6,0,2,0,0,0,0,0,3,0,0,0.333,0.333,0.333,0.667,0,0,0,0,2,0,0,1,0,*.**,22,6
" Oswalt, R",COL,P,8,6,0,2,0,0,0,0,0,2,0,0,0.333,0.333,0.333,0.667,0,0,1,0,2,0,0,3,0,*.**,25,7
" Peguero, C",SEA,RF,2,6,1,2,0,0,1,1,1,2,1,0,0.333,0.429,0.833,1.262,1,0,0,0,5,1,0,2,0,*.**,27,7
" Porcello, R",DET,P,3,3,0,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667,0,0,0,0,1,0,0,2,0,*.**,8,3
" Ramirez, J",CLE,2B,15,12,5,4,0,1,0,0,2,2,0,1,0.333,0.429,0.5,0.929,0,0,0,0,6,1,0,3,3,1,68,14
" Scherzer, M",DET,P,1,3,0,1,1,0,0,1,0,0,0,0,0.333,0.333,0.667,1,0,0,0,0,2,1,0,1,1,1,9,3
" Shields, J",KC,P,1,3,1,1,0,0,0,0,0,1,0,0,0.333,0.333,0.333,0.667,0,0,0,0,1,0,0,0,1,0,10,3
" Valdes, R",HOU,P,15,3,0,1,1,0,0,0,0,0,0,0,0.333,0.333,0.667,1,0,0,1,0,2,1,0,1,2,0.5,7,4
" Webb, R",MIA,P,61,3,1,1,0,0,0,0,0,2,0,0,0.333,0.333,0.333,0.667,0,0,0,0,1,0,0,0,0,-.--,12,3
" Cuddyer, M",COL,RF,130,489,74,162,31,3,20,84,46,100,10,3,0.331,0.389,0.53,0.919,5,2,0,3,259,54,13,145,98,1.48,2112,540
" Greinke, Z",LAD,P,29,58,5,19,3,0,0,4,7,10,2,0,0.328,0.409,0.379,0.788,0,1,6,0,22,3,0,24,11,2.18,256,72
" Gennett, S",MIL,2B,69,213,29,69,11,2,6,21,10,42,2,1,0.324,0.356,0.479,0.834,0,1,5,1,102,19,0,53,55,0.96,763,230
" Mauer, J",MIN,1B,113,445,62,144,35,0,11,47,61,89,0,1,0.324,0.404,0.476,0.88,7,0,0,2,212,46,7,134,87,1.54,2158,508
" Trout, M",LAA,CF,157,589,109,190,39,9,27,97,110,136,33,7,0.323,0.432,0.557,0.988,10,9,0,8,328,75,8,131,148,0.89,3015,716
" Johnson, C",ATL,3B,142,514,54,165,34,0,12,68,29,116,0,0,0.321,0.358,0.457,0.816,5,2,0,2,235,46,20,158,97,1.63,2049,547
" Freeman, F",ATL,1B,147,551,89,176,27,2,23,109,66,121,1,0,0.319,0.396,0.501,0.897,10,7,0,5,276,52,10,139,130,1.07,2398,629
" Puig, Y",LAD,RF,104,382,66,122,21,2,19,42,36,97,11,8,0.319,0.391,0.534,0.925,6,11,0,3,204,42,6,104,68,1.53,1547,432
" Molina, Y",STL,C,136,505,68,161,44,0,12,80,30,55,3,2,0.319,0.359,0.477,0.836,4,3,0,3,241,56,14,156,150,1.04,1884,541
" Werth, J",WSH,RF,129,462,84,147,24,0,25,82,60,101,10,1,0.318,0.398,0.532,0.931,3,5,0,5,246,49,9,102,126,0.81,2258,532
" Carpenter, M",STL,3B,157,626,126,199,55,7,11,78,72,98,3,3,0.318,0.392,0.481,0.873,1,9,3,7,301,73,4,156,187,0.83,2954,717
" Infante, O",DET,2B,118,453,54,144,24,3,10,51,20,44,5,2,0.318,0.345,0.45,0.795,1,0,0,3,204,37,11,124,155,0.8,1572,476
" McCutchen, A",PIT,CF,157,583,97,185,38,5,21,84,78,101,27,10,0.317,0.404,0.508,0.911,12,9,0,4,296,64,13,146,168,0.87,2562,674
" Bloomquist, W",ARI,2B,48,139,16,44,5,1,0,14,8,11,0,2,0.317,0.36,0.367,0.727,0,2,0,1,51,6,3,46,42,1.1,515,150
" Beltre, A",TEX,3B,161,631,88,199,32,0,30,92,50,78,1,0,0.315,0.371,0.509,0.88,12,7,0,2,321,62,17,171,202,0.85,2534,690
" Craig, A",STL,RF,134,508,71,160,29,2,13,97,40,100,2,0,0.315,0.373,0.457,0.83,2,10,0,5,232,44,12,149,116,1.28,2134,563
" Cano, R",NYY,2B,160,605,81,190,41,0,27,107,65,85,7,1,0.314,0.383,0.516,0.899,16,6,0,5,312,68,18,200,153,1.31,2476,681
" Tulowitzki, T",COL,SS,126,446,72,139,27,0,25,82,57,85,1,0,0.312,0.391,0.54,0.931,5,4,0,5,241,52,9,116,120,0.97,1967,512
" Blackmon, C",COL,CF,82,246,35,76,17,2,6,22,7,49,7,0,0.309,0.336,0.467,0.803,0,3,2,0,115,25,1,63,61,1.03,936,258
" Ortiz, D",BOS,DH,137,518,84,160,38,2,30,103,76,88,4,0,0.309,0.395,0.564,0.959,27,1,0,5,292,70,21,156,140,1.11,2311,600
" Rupp, C",PHI,C,4,13,1,4,1,0,0,2,1,4,0,0,0.308,0.357,0.385,0.742,0,0,0,0,5,1,0,3,2,1.5,53,14
" Wright, D",NYM,3B,112,430,63,132,23,6,18,58,55,79,17,3,0.307,0.39,0.514,0.904,5,5,0,2,221,47,11,104,128,0.81,1867,492
" Revere, B",PHI,LF,88,315,37,96,9,3,0,17,16,36,22,8,0.305,0.338,0.352,0.691,1,0,5,0,111,12,10,143,55,2.6,1155,336
" Votto, J",CIN,1B,162,581,101,177,30,3,24,73,135,138,6,3,0.305,0.435,0.491,0.926,19,4,0,6,285,57,15,157,130,1.21,3033,726
" Valencia, D",BAL,DH,52,161,20,49,14,1,8,23,8,33,0,2,0.304,0.335,0.553,0.888,0,0,0,1,89,23,5,40,45,0.89,706,170
" Hunter, T",DET,RF,144,606,90,184,37,5,17,84,26,113,3,2,0.304,0.334,0.465,0.8,0,7,3,10,282,59,11,195,138,1.41,2363,652
" Nava, D",BOS,RF,134,458,77,139,29,0,12,66,51,93,0,2,0.303,0.385,0.445,0.831,2,15,4,8,204,41,10,105,143,0.73,2204,536
" Peralta, J",DET,SS,107,409,50,124,30,0,11,55,35,98,3,3,0.303,0.358,0.457,0.815,2,1,1,2,187,41,9,104,95,1.09,1742,448
" Iglesias, J",DET,SS,109,350,39,106,16,2,3,29,15,60,5,2,0.303,0.349,0.386,0.735,0,11,4,2,135,21,7,123,74,1.66,1422,382
" Goldschmidt, P",ARI,1B,160,602,103,182,36,3,36,125,99,145,15,7,0.302,0.401,0.551,0.952,19,3,0,5,332,75,25,174,131,1.33,2930,710
" McDonald, D",CHC,RF,25,53,4,16,4,0,1,5,4,8,0,0,0.302,0.351,0.434,0.785,0,0,0,0,23,5,4,24,9,2.67,237,57
" Gonzalez, C",COL,LF,110,391,72,118,23,6,26,70,41,118,21,3,0.302,0.367,0.591,0.958,2,1,0,3,231,55,7,88,77,1.14,1686,436
" Hosmer, E",KC,1B,159,623,86,188,34,3,17,79,51,100,11,4,0.302,0.353,0.448,0.801,4,1,1,4,279,54,15,218,137,1.59,2566,680
" Pedroia, D",BOS,2B,160,641,91,193,42,2,9,84,73,75,17,5,0.301,0.372,0.415,0.787,4,3,0,7,266,53,24,225,179,1.26,2934,724
" Martinez, V",DET,DH,159,605,68,182,36,0,14,83,54,62,0,2,0.301,0.355,0.43,0.785,10,1,0,8,260,50,23,193,199,0.97,2601,668
" Donaldson, J",OAK,3B,158,579,89,174,37,3,24,93,76,110,5,2,0.301,0.384,0.499,0.883,2,6,1,6,289,64,15,169,148,1.14,2697,668
" Alvarez, H",MIA,P,17,30,2,9,3,0,1,6,0,12,0,0,0.3,0.29,0.5,0.79,0,0,4,1,15,4,0,10,4,2.5,90,35
" Centeno, J",NYM,C,4,10,0,3,0,0,0,1,0,1,0,0,0.3,0.3,0.3,0.6,0,0,0,0,3,0,0,4,2,2,39,10
" Chatwood, T",COL,P,26,40,3,12,1,0,0,7,2,8,0,0,0.3,0.333,0.325,0.658,0,0,3,0,13,1,0,20,3,6.67,142,45
" Holliday, M",STL,LF,141,520,103,156,31,1,22,94,69,86,6,1,0.3,0.389,0.49,0.879,5,9,0,4,255,54,31,179,134,1.34,2236,602
" Lutz, Z",NYM,3B,15,20,2,6,2,0,0,2,6,6,0,0,0.3,0.462,0.4,0.862,0,0,0,0,8,2,1,6,3,2,122,26
" Moore, A",KC,C,5,10,1,3,1,0,0,0,1,2,1,0,0.3,0.364,0.4,0.764,0,0,0,0,4,1,0,2,3,0.67,48,11
" Navarro, D",CHC,C,89,240,31,72,7,0,13,34,23,36,0,1,0.3,0.365,0.492,0.856,1,2,0,1,118,20,4,69,68,1.01,961,266
" Pastornicky, T",ATL,2B,20,30,5,9,1,0,0,0,1,5,0,0,0.3,0.323,0.333,0.656,0,0,2,0,10,1,0,14,4,3.5,118,33
" Loney, J",TB,1B,158,549,54,164,33,0,13,75,44,77,3,1,0.299,0.348,0.43,0.778,6,0,1,4,236,46,16,173,156,1.11,2221,598
" Lavarnway, R",BOS,C,25,77,8,23,7,0,1,14,2,17,0,0,0.299,0.329,0.429,0.758,0,2,0,1,33,8,3,21,20,1.05,340,82
" Ellsbury, J",BOS,CF,134,577,92,172,31,8,9,53,47,92,52,4,0.298,0.355,0.426,0.781,3,5,1,2,246,48,12,199,129,1.54,2454,636
" Braun, R",MIL,RF,61,225,30,67,14,2,9,38,27,56,4,5,0.298,0.372,0.498,0.869,7,0,0,1,112,25,8,72,39,1.85,973,253
" Nieves, W",ARI,C,71,195,16,58,11,0,1,22,8,32,0,0,0.297,0.32,0.369,0.69,0,0,0,3,72,12,7,81,34,2.38,698,206
" Scutaro, M",SF,2B,127,488,57,145,23,3,2,31,45,34,2,0,0.297,0.357,0.369,0.726,0,2,9,3,180,28,13,191,143,1.34,2142,547
" Kendrick, H",LAA,2B,122,478,55,142,21,4,13,54,23,89,6,3,0.297,0.335,0.439,0.775,5,6,3,3,210,38,16,174,95,1.83,1925,513
" Pena, B",DET,C,71,229,19,68,11,0,4,22,6,26,0,2,0.297,0.315,0.397,0.713,0,2,2,4,91,15,7,90,58,1.55,911,243
" Carp, M",BOS,1B,86,216,34,64,18,2,9,43,22,67,1,0,0.296,0.362,0.523,0.885,0,2,0,3,113,29,3,49,42,1.17,964,243
" Holaday, B",DET,C,16,27,8,8,1,0,1,2,2,3,0,0,0.296,0.367,0.444,0.811,0,1,3,0,12,2,0,9,10,0.9,123,33
" Beltran, C",STL,RF,145,554,79,164,30,3,24,84,38,90,2,1,0.296,0.339,0.491,0.83,1,1,1,6,272,57,12,139,180,0.77,2181,600
" Reyes, J",TOR,SS,93,382,58,113,20,0,10,37,34,47,15,6,0.296,0.353,0.427,0.78,2,1,0,2,163,30,6,122,108,1.13,1548,419
" Posey, B",SF,C,148,520,61,153,34,1,15,72,60,70,2,1,0.294,0.371,0.45,0.821,8,8,0,7,234,50,15,183,136,1.35,2405,595
" Segura, J",MIL,SS,146,588,74,173,20,10,12,49,25,84,44,13,0.294,0.329,0.423,0.752,1,6,2,2,249,42,17,231,121,1.91,2266,623
" Gomes, Y",CLE,C,88,293,45,86,18,2,11,38,18,67,2,0,0.294,0.345,0.481,0.826,0,7,0,4,141,31,12,84,72,1.17,1232,322
" Victorino, S",BOS,RF,122,477,82,140,26,2,15,61,25,75,21,3,0.294,0.351,0.451,0.801,0,18,10,2,215,43,5,136,143,0.95,2039,532
" Gonzalez, A",LAD,1B,157,583,69,171,32,0,22,100,47,98,1,0,0.293,0.342,0.461,0.803,6,1,0,10,269,54,12,155,181,0.86,2361,641
" Culberson, C",COL,2B,47,99,12,29,5,0,2,12,4,23,5,1,0.293,0.317,0.404,0.721,1,0,0,1,40,7,5,35,18,1.94,356,104
" Shuck, J",LAA,LF,129,437,60,128,20,3,2,39,27,54,8,4,0.293,0.331,0.366,0.697,0,1,6,7,160,25,10,167,111,1.5,1716,478
" Myers, W",TB,RF,88,335,50,98,23,0,13,53,33,91,5,2,0.293,0.354,0.478,0.831,6,1,0,4,160,36,10,88,72,1.22,1476,373
" Perez, S",KC,C,138,496,48,145,25,3,13,79,21,63,0,0,0.292,0.323,0.433,0.757,2,4,0,5,215,41,13,173,133,1.3,1771,526
" Herrera, J",COL,SS,81,195,16,57,7,2,1,16,14,24,3,2,0.292,0.336,0.364,0.701,3,0,4,2,71,10,6,61,65,0.94,757,215
" Rosario, W",COL,C,121,449,63,131,22,1,21,79,15,109,4,1,0.292,0.315,0.486,0.801,0,1,0,1,218,44,7,106,111,0.95,1630,466
" Byrd, M",PIT,RF,147,532,75,155,35,5,24,88,31,144,2,4,0.291,0.336,0.511,0.847,2,8,1,7,272,64,11,119,133,0.89,2115,579
" Owings, C",ARI,SS,20,55,5,16,5,0,0,5,6,10,2,0,0.291,0.361,0.382,0.742,1,0,0,0,21,5,0,18,11,1.64,224,61
" Hill, A",ARI,3B,87,327,45,95,21,1,11,41,29,48,1,4,0.291,0.356,0.462,0.818,2,5,0,1,151,33,6,87,104,0.84,1378,362
" Lowrie, J",OAK,SS,154,603,80,175,45,2,15,75,50,91,1,0,0.29,0.344,0.446,0.791,3,2,3,4,269,62,17,145,216,0.67,2449,662
" Medica, T",SD,1B,19,69,9,20,2,0,3,10,10,23,0,0,0.29,0.38,0.449,0.829,0,0,0,0,31,5,0,13,13,1,329,79
" Sierra, M",TOR,RF,35,107,11,31,13,1,1,13,14,29,1,0,0.29,0.369,0.458,0.827,1,0,0,1,49,15,0,24,24,1,477,122
" Hernandez, C",PHI,2B,34,121,17,35,5,0,0,10,9,26,0,3,0.289,0.344,0.331,0.674,0,1,0,0,40,5,2,36,26,1.38,495,131
" Belt, B",SF,1B,150,509,76,147,39,4,17,67,52,125,5,2,0.289,0.36,0.481,0.841,4,6,1,3,245,60,4,104,141,0.74,2271,571
" Butler, B",KC,DH,162,582,62,168,27,0,15,82,79,102,0,0,0.289,0.374,0.412,0.787,11,3,0,4,240,42,28,230,114,2.02,2609,668
" Tejada, M",KC,2B,53,156,15,45,5,0,3,20,6,25,1,0,0.288,0.317,0.378,0.695,1,1,3,1,59,8,6,57,39,1.46,585,167
" Lind, A",TOR,1B,143,465,67,134,26,1,23,67,51,103,1,0,0.288,0.357,0.497,0.854,5,1,0,4,231,50,20,154,98,1.57,2131,521
" Yelich, C",MIA,LF,62,240,34,69,12,1,4,16,31,66,10,0,0.288,0.37,0.396,0.766,1,1,0,1,95,17,4,85,25,3.4,1172,273
" Aoki, N",MIL,RF,155,597,80,171,20,3,8,37,55,40,20,12,0.286,0.356,0.37,0.726,1,11,8,3,221,31,9,272,134,2.03,2439,674
" Davis, C",BAL,1B,160,584,103,167,42,1,53,138,72,199,4,1,0.286,0.37,0.634,1.004,12,10,0,7,370,96,4,113,116,0.97,2678,673
" Lough, D",KC,RF,96,315,35,90,17,4,5,33,10,52,5,2,0.286,0.311,0.413,0.724,0,3,4,3,130,26,3,94,89,1.06,1194,335
" Murphy, D",NYM,2B,161,658,92,188,38,4,13,78,32,95,23,3,0.286,0.319,0.415,0.733,2,2,0,5,273,55,13,192,201,0.96,2531,697
" Navarro, Y",BAL,2B,8,28,3,8,0,1,0,2,2,8,0,0,0.286,0.333,0.357,0.69,0,0,1,0,10,1,1,5,9,0.56,139,31
" Roark, T",WSH,P,13,14,0,4,1,0,0,1,0,5,0,0,0.286,0.286,0.357,0.643,0,0,1,0,5,1,0,5,1,5,52,15
" Schoop, J",BAL,2B,5,14,5,4,0,0,1,1,1,2,0,0,0.286,0.333,0.5,0.833,0,0,0,0,7,1,2,9,1,9,60,15
" Stassi, M",HOU,C,3,7,0,2,0,0,0,1,0,2,0,0,0.286,0.375,0.286,0.661,0,1,0,0,2,0,1,3,1,3,29,8
" Mercer, J",PIT,SS,103,333,33,95,22,2,8,27,22,62,3,2,0.285,0.336,0.435,0.772,6,4,5,1,145,32,7,111,78,1.42,1399,365
" Jones, A",BAL,CF,160,653,100,186,35,1,33,108,25,136,14,3,0.285,0.318,0.493,0.811,4,8,0,3,322,69,15,200,149,1.34,2450,689
" Choo, S",CIN,CF,154,569,107,162,34,2,21,54,112,133,20,11,0.285,0.423,0.462,0.885,5,26,3,2,263,57,3,169,113,1.5,3010,712
" Brantley, M",CLE,LF,151,556,66,158,26,3,10,73,40,67,17,4,0.284,0.332,0.396,0.728,1,4,3,8,220,39,11,186,167,1.11,2242,611
" Ramirez, A",CWS,SS,158,637,68,181,39,2,6,48,26,68,30,9,0.284,0.313,0.38,0.693,2,3,4,4,242,47,17,226,187,1.21,2216,674
" Lake, J",CHC,LF,64,236,26,67,16,0,6,16,13,68,4,4,0.284,0.332,0.428,0.76,0,4,1,0,101,22,2,52,52,1,984,254
" Adams, M",STL,1B,108,296,46,84,14,0,17,51,23,80,0,1,0.284,0.335,0.503,0.839,0,0,0,0,149,31,9,78,63,1.24,1343,319
" Kipnis, J",CLE,2B,149,564,86,160,36,4,17,84,76,143,30,7,0.284,0.366,0.452,0.818,3,3,5,10,255,57,10,157,129,1.22,2763,658
" Utley, C",PHI,2B,131,476,73,135,25,6,18,69,45,79,8,3,0.284,0.348,0.475,0.823,4,5,0,5,226,49,12,132,147,0.9,2033,531
" Gomez, C",MIL,CF,147,536,80,152,27,10,24,73,37,146,40,7,0.284,0.338,0.506,0.843,2,10,1,6,271,61,11,127,129,0.98,2173,590
" Cabrera, E",SD,SS,95,381,54,108,15,5,4,31,41,69,37,12,0.283,0.355,0.381,0.736,0,2,10,1,145,24,1,148,68,2.18,1749,435
" Machado, M",BAL,3B,156,667,88,189,51,3,14,71,29,113,6,7,0.283,0.314,0.432,0.746,0,2,9,3,288,68,15,221,173,1.28,2505,710
" Pence, H",SF,RF,162,629,91,178,35,5,27,99,52,115,22,3,0.283,0.339,0.483,0.822,3,3,0,3,304,67,17,199,157,1.27,2590,687
" Ramirez, A",MIL,3B,92,304,43,86,18,0,12,49,36,55,0,1,0.283,0.37,0.461,0.831,0,8,0,3,140,30,8,84,90,0.93,1289,351
" Garcia, A",CWS,RF,72,244,31,69,7,3,7,31,9,59,3,3,0.283,0.309,0.422,0.731,0,1,0,2,103,17,8,82,44,1.86,919,256
" Crawford, C",LAD,LF,116,435,62,123,30,3,6,31,28,66,15,4,0.283,0.329,0.407,0.736,2,3,0,2,177,39,4,131,121,1.08,1699,469
" Altuve, J",HOU,2B,152,626,64,177,31,2,5,52,32,85,35,13,0.283,0.316,0.363,0.678,5,2,4,8,227,38,24,232,168,1.38,2206,672
" Tabata, J",PIT,RF,106,308,35,87,17,5,6,33,23,45,3,1,0.282,0.342,0.429,0.771,0,5,5,0,132,28,6,128,59,2.17,1269,341
" Prado, M",ARI,3B,155,609,70,172,36,2,14,82,47,53,3,5,0.282,0.333,0.417,0.75,2,2,0,6,254,52,29,246,173,1.42,2459,664
" Hoes, L",HOU,LF,47,170,24,48,7,2,1,10,12,35,7,1,0.282,0.332,0.365,0.696,0,1,0,1,62,10,4,66,26,2.54,706,184
" Pagan, A",SF,CF,71,280,44,79,16,3,5,30,23,36,9,4,0.282,0.334,0.414,0.749,0,0,0,2,116,24,1,79,89,0.89,1171,305
" Calhoun, K",LAA,RF,58,195,29,55,7,2,8,32,21,41,2,2,0.282,0.347,0.462,0.808,0,1,0,5,90,17,6,59,51,1.16,867,222
" Alonso, Y",SD,1B,97,334,34,94,11,0,6,45,32,47,6,0,0.281,0.341,0.368,0.71,5,2,0,7,123,17,9,113,96,1.18,1334,375
" Laird, G",ATL,C,47,121,12,34,8,0,1,13,14,23,1,1,0.281,0.367,0.372,0.739,0,3,2,1,45,9,4,40,31,1.29,522,141
" Chavez, E",ARI,3B,80,228,28,64,14,2,9,44,19,45,1,0,0.281,0.332,0.478,0.81,4,1,0,5,109,25,7,68,63,1.08,998,254
" Gentry, C",TEX,CF,106,246,39,69,12,4,2,22,29,46,24,3,0.28,0.373,0.386,0.759,2,8,3,1,95,18,5,79,61,1.3,1168,287
" Marte, S",PIT,LF,135,510,83,143,26,10,12,35,25,138,41,15,0.28,0.343,0.441,0.784,2,24,6,1,225,48,6,147,95,1.55,2168,566
" Lucroy, J",MIL,C,147,521,59,146,25,6,18,82,46,69,9,1,0.28,0.34,0.455,0.795,2,5,0,8,237,49,16,165,165,1,2331,580
" Desmond, I",WSH,SS,158,600,77,168,38,3,20,80,43,145,21,6,0.28,0.331,0.453,0.784,3,5,2,5,272,61,16,168,142,1.18,2422,655
" Turner, J",NYM,3B,86,200,12,56,13,1,2,16,11,34,0,1,0.28,0.319,0.385,0.704,1,1,1,1,77,16,6,69,49,1.41,885,214
" LeMahieu, D",COL,2B,109,404,39,113,21,3,2,28,19,67,18,7,0.28,0.311,0.361,0.673,2,1,7,3,146,26,13,164,83,1.98,1505,434
" Davis, K",MIL,LF,56,136,27,38,10,0,11,27,11,34,3,0,0.279,0.353,0.596,0.949,0,5,0,1,81,21,4,37,32,1.16,620,153
" Young, M",LAD,3B,147,519,52,145,26,5,8,46,43,83,1,0,0.279,0.335,0.395,0.73,4,1,0,2,205,39,21,202,112,1.8,2111,565
" Baker, J",TEX,LF,74,154,21,43,8,0,11,21,18,48,1,0,0.279,0.36,0.545,0.905,1,2,0,1,84,19,5,41,28,1.46,715,175
" Cabrera, M",TOR,LF,88,344,39,96,15,2,3,30,23,47,2,2,0.279,0.322,0.36,0.682,0,0,2,3,124,20,7,117,96,1.22,1391,372
" Denorfia, C",SD,RF,144,473,67,132,21,2,10,47,42,84,11,0,0.279,0.337,0.395,0.732,2,1,0,4,187,33,13,173,101,1.71,2034,520
" Satin, J",NYM,1B,75,190,23,53,15,0,3,17,30,56,1,1,0.279,0.376,0.405,0.781,2,0,0,1,77,18,4,48,38,1.26,992,221
" Fielder, P",DET,1B,162,624,82,174,36,0,25,106,75,117,1,1,0.279,0.362,0.457,0.819,5,9,0,4,285,61,20,181,176,1.03,2618,712
" Span, D",WSH,CF,153,610,75,170,28,11,4,47,42,77,20,6,0.279,0.327,0.38,0.707,0,2,7,1,232,43,11,236,146,1.62,2435,662
" Pena, R",ATL,2B,50,97,14,27,5,1,3,12,8,18,0,2,0.278,0.33,0.443,0.773,0,0,1,1,43,9,1,33,22,1.5,380,107
" Uribe, J",LAD,3B,132,388,47,108,22,2,12,50,30,81,5,0,0.278,0.331,0.438,0.769,3,2,3,3,170,36,12,106,111,0.95,1540,426
" Sandoval, P",SF,3B,141,525,52,146,27,2,14,79,47,79,0,0,0.278,0.341,0.417,0.758,5,6,0,6,219,43,19,162,163,0.99,2164,584
" Castellanos, N",DET,3B,11,18,1,5,0,0,0,0,0,1,0,0,0.278,0.278,0.278,0.556,0,0,0,0,5,0,0,6,6,1,62,18
" Choice, M",OAK,RF,9,18,2,5,1,0,0,0,1,6,0,0,0.278,0.316,0.333,0.649,0,0,0,0,6,1,0,4,3,1.33,70,19
" Hayes, B",KC,C,5,18,2,5,3,0,1,2,0,3,0,0,0.278,0.278,0.611,0.889,0,0,0,0,11,4,0,4,6,0.67,63,18
" Ross, C",ARI,LF,94,317,33,88,17,1,8,38,25,50,3,2,0.278,0.331,0.413,0.745,1,3,1,5,131,26,10,101,94,1.07,1323,351
" Rios, A",TEX,RF,156,616,83,171,33,4,18,81,41,108,42,7,0.278,0.324,0.432,0.756,2,2,0,2,266,55,17,185,171,1.08,2497,662
" Morales, K",SEA,1B,156,602,64,167,34,0,23,80,49,114,0,0,0.277,0.336,0.449,0.785,6,5,0,1,270,57,21,205,138,1.49,2464,657
" Kinsler, I",TEX,2B,136,545,85,151,31,2,13,72,51,59,15,11,0.277,0.344,0.413,0.757,0,8,3,7,225,46,5,146,204,0.72,2384,614
" Castro, J",HOU,C,120,435,63,120,35,1,18,56,50,130,2,1,0.276,0.35,0.485,0.835,3,2,0,4,211,54,4,96,97,0.99,2024,491
