RK,Player,Team,W,L,ERA,G,GS,SV,SVO,IP,H,R,ER,HR,BB,SO,AVG,WHIP,CG,SHO,HB,IBB,GF,HLD,GIDP,GO,AO,WP,BK,SB,CS,PK,TBF,NP,WPCT,GO_AO,OBP,SLG,OPS,K_9,BB_9,H_9,K_BB,P_IP
228," Volquez, E",KC,10,11,5.37,34,34,0,0,189.1,217,124,113,23,76,139,0.286,1.55,0,0,7,1,0,0,16,248,166,5,1,16,6,0,853,3232,0.476,1.49,0.354,0.439,0.794,6.61,3.61,10.32,1.83,17.07
229," Gray, S",OAK,5,11,5.69,22,22,0,0,117,133,80,74,18,42,94,0.286,1.5,0,0,2,0,0,0,9,153,92,15,0,4,1,0,517,1947,0.313,1.66,0.343,0.475,0.818,7.23,3.23,10.23,2.24,16.64
230," Corbin, P",ARI,5,13,5.15,36,24,1,1,155.2,177,109,89,24,66,131,0.286,1.56,0,0,5,2,6,2,15,203,119,9,0,2,4,2,701,2539,0.278,1.71,0.357,0.468,0.825,7.57,3.82,10.23,1.98,16.31
231," Faulkner, A",TEX,0,0,6.75,9,0,0,0,6.2,8,7,5,3,4,1,0.286,1.8,0,0,0,1,1,1,1,9,10,2,0,0,0,0,32,123,.---,0.9,0.375,0.607,0.982,1.35,5.4,10.8,0.25,18.45
231," Gonzalez, S",PHI,1,2,5.6,27,0,0,0,35.1,40,22,22,4,7,34,0.286,1.33,0,0,1,1,12,1,1,21,48,0,1,0,1,0,151,613,0.333,0.44,0.318,0.486,0.804,8.66,1.78,10.19,4.86,17.35
231," Motte, J",COL,0,1,4.94,30,0,0,0,23.2,28,15,13,6,8,24,0.286,1.52,0,0,2,1,8,6,1,27,20,0,0,5,1,0,109,462,0,1.35,0.349,0.592,0.94,9.13,3.04,10.65,3,19.52
231," Narveson, C",MIA,1,0,8.64,6,0,0,1,8.1,10,8,8,3,2,6,0.286,1.44,0,0,1,1,2,0,0,9,10,1,0,0,0,0,38,130,1,0.9,0.342,0.571,0.914,6.48,2.16,10.8,3,15.6
231," Wang, C",KC,6,0,4.22,38,0,0,0,53.1,60,27,25,6,18,30,0.286,1.46,0,0,2,0,24,0,5,70,51,1,0,2,2,0,231,835,1,1.37,0.348,0.438,0.786,5.06,3.04,10.13,1.67,15.66
236," Sanchez, A",DET,7,13,5.87,35,26,0,0,153.1,171,108,100,30,53,135,0.285,1.46,0,0,5,1,3,0,13,137,167,7,2,22,9,1,668,2577,0.35,0.82,0.345,0.483,0.828,7.92,3.11,10.04,2.55,16.81
237," Fien, C",LAD,1,1,5.49,39,0,0,1,39.1,45,24,24,13,10,35,0.285,1.4,0,0,0,3,7,6,2,32,47,1,0,1,1,0,169,657,0.5,0.68,0.327,0.595,0.922,8.01,2.29,10.3,3.5,16.7
238," Mengden, D",OAK,2,9,6.5,14,14,0,0,72,83,54,52,9,33,71,0.284,1.61,0,0,4,0,0,0,3,70,71,5,0,1,2,0,332,1309,0.182,0.99,0.364,0.455,0.819,8.88,4.13,10.38,2.15,18.18
239," Owens, H",BOS,0,2,6.95,5,5,0,0,22,23,17,17,5,20,21,0.284,1.95,0,0,1,1,0,0,4,12,26,3,0,4,2,0,103,419,0,0.46,0.427,0.58,1.007,8.59,8.18,9.41,1.05,19.05
240," Zimmermann, J",DET,9,7,4.87,19,18,0,0,105.1,118,63,57,14,26,66,0.284,1.37,0,0,2,0,1,0,8,115,123,3,0,6,3,1,450,1707,0.563,0.93,0.325,0.478,0.804,5.64,2.22,10.08,2.54,16.21
241," Verrett, L",NYM,3,8,5.2,35,12,0,0,91.2,100,55,53,16,43,66,0.283,1.56,0,0,4,3,10,0,10,110,83,4,1,3,5,0,406,1570,0.273,1.33,0.365,0.533,0.897,6.48,4.22,9.82,1.53,17.13
242," Jackson, E",SD,5,7,5.89,21,13,0,0,84,92,56,55,14,41,61,0.283,1.58,0,0,1,3,3,0,10,82,96,6,0,4,1,1,373,1401,0.417,0.85,0.361,0.495,0.857,6.54,4.39,9.86,1.49,16.68
243," Garza, M",MIL,6,8,4.51,19,19,0,0,101.2,117,67,51,11,36,70,0.283,1.5,0,0,3,2,0,0,8,148,87,3,0,3,1,0,461,1717,0.429,1.7,0.341,0.432,0.774,6.2,3.19,10.36,1.94,16.89
244," Feldman, S",TOR,7,4,3.97,40,5,0,1,77,87,42,34,10,19,56,0.282,1.38,0,0,3,3,13,0,6,103,70,0,0,8,2,0,338,1316,0.636,1.47,0.327,0.455,0.782,6.55,2.22,10.17,2.95,17.09
245," Iwakuma, H",SEA,16,12,4.12,33,33,0,0,199,218,95,91,28,46,147,0.282,1.33,0,0,5,3,0,0,25,196,224,4,0,8,4,1,836,2981,0.571,0.88,0.324,0.452,0.776,6.65,2.08,9.86,3.2,14.98
246," Wright, M",BAL,3,4,5.79,18,12,0,0,74.2,81,53,48,12,26,50,0.282,1.43,0,0,9,0,5,0,10,79,83,2,0,0,1,0,328,1296,0.429,0.95,0.355,0.495,0.85,6.03,3.13,9.76,1.92,17.36
247," McHugh, C",HOU,13,10,4.34,33,33,0,0,184.2,206,92,89,25,54,177,0.282,1.41,1,0,5,1,0,0,15,168,185,9,0,4,3,0,796,3159,0.565,0.91,0.334,0.456,0.79,8.63,2.63,10.04,3.28,17.11
248," Peavy, J",SF,5,9,5.54,31,21,0,0,118.2,134,76,73,18,36,102,0.282,1.43,0,0,2,1,3,0,8,106,140,4,1,3,3,0,520,2026,0.357,0.76,0.333,0.504,0.838,7.74,2.73,10.16,2.83,17.07
249," Howell, J",LAD,1,1,4.09,64,0,0,0,50.2,56,23,23,4,15,44,0.281,1.4,0,0,3,2,11,2,4,70,32,3,0,2,4,1,220,883,0.5,2.19,0.338,0.392,0.73,7.82,2.66,9.95,2.93,17.43
250," Ranaudo, A",CWS,1,1,9.48,9,5,0,0,31.1,36,33,33,10,20,18,0.281,1.79,0,0,0,0,2,0,0,35,42,1,0,0,0,0,151,624,0.5,0.83,0.373,0.57,0.944,5.17,5.74,10.34,0.9,19.91
251," Fiers, M",HOU,11,8,4.48,31,30,0,0,168.2,187,89,84,26,42,134,0.28,1.36,0,0,7,0,0,0,6,177,177,17,0,5,7,1,724,2771,0.579,1,0.327,0.474,0.801,7.15,2.24,9.98,3.19,16.43
252," Caminero, A",SEA,2,3,3.56,57,0,1,3,60.2,67,31,24,7,33,50,0.28,1.65,0,0,5,1,11,8,6,64,61,2,0,4,2,0,280,1102,0.4,1.05,0.378,0.452,0.83,7.42,4.9,9.94,1.52,18.16
253," Heaney, A",LAA,0,1,6,1,1,0,0,6,7,4,4,2,0,7,0.28,1.17,0,0,0,0,0,0,0,6,5,0,0,0,0,0,25,87,0,1.2,0.28,0.56,0.84,10.5,0,10.5,*.**,14.5
254," Tonkin, M",MIN,3,2,5.02,65,0,0,2,71.2,80,46,40,13,24,80,0.28,1.45,0,0,3,0,23,2,7,53,75,5,0,13,1,2,315,1287,0.6,0.71,0.342,0.49,0.831,10.05,3.01,10.05,3.33,17.96
255," Jenkins, T",ATL,2,4,5.88,14,8,0,0,52,55,35,34,11,33,26,0.279,1.69,0,0,1,1,2,0,6,71,51,1,0,3,1,1,237,894,0.333,1.39,0.38,0.513,0.893,4.5,5.71,9.52,0.79,17.19
256," Paxton, J",SEA,6,7,3.79,20,20,0,0,121,134,62,51,9,24,117,0.279,1.31,0,0,1,3,0,0,17,126,109,5,0,3,1,0,511,1950,0.462,1.16,0.311,0.406,0.717,8.7,1.79,9.97,4.88,16.12
257," Colon, J",CLE,1,3,7.2,11,0,0,0,10,12,9,8,2,7,10,0.279,1.9,0,0,0,1,5,0,0,8,13,1,1,0,0,0,50,186,0.25,0.62,0.38,0.512,0.892,9,6.3,10.8,1.43,18.6
257," Venditte, P",SEA,0,0,5.73,15,0,0,0,22,24,18,14,5,11,19,0.279,1.59,0,0,2,1,7,1,3,21,25,0,0,1,0,0,102,404,.---,0.84,0.363,0.535,0.898,7.77,4.5,9.82,1.73,18.36
259," Cashner, A",MIA,5,11,5.25,28,27,0,0,132,142,83,77,19,60,112,0.279,1.53,0,0,7,3,1,0,19,149,117,3,0,12,5,0,588,2370,0.313,1.27,0.36,0.489,0.849,7.64,4.09,9.68,1.87,17.95
260," Stephenson, R",CIN,2,3,6.08,8,8,0,0,37,41,26,25,9,19,31,0.279,1.62,0,0,4,1,0,0,3,31,44,2,1,0,0,0,170,721,0.4,0.7,0.376,0.517,0.893,7.54,4.62,9.97,1.63,19.49
261," Kelly, J",BOS,4,0,5.18,20,6,0,1,40,44,23,23,5,24,48,0.278,1.7,0,0,2,0,6,2,2,41,29,0,0,0,0,0,188,739,1,1.41,0.372,0.456,0.828,10.8,5.4,9.9,2,18.48
262," Gant, J",ATL,1,4,4.86,20,7,0,0,50,54,32,27,7,21,49,0.278,1.5,0,0,2,3,6,0,4,52,44,4,0,4,1,0,222,943,0.2,1.18,0.352,0.479,0.831,8.82,3.78,9.72,2.33,18.86
263," Purke, M",CWS,0,1,5.5,12,0,0,0,18,20,12,11,0,12,15,0.278,1.78,0,0,0,1,7,0,3,25,12,2,0,1,0,0,84,330,0,2.08,0.381,0.431,0.812,7.5,6,10,1.25,18.33
264," Bettis, C",COL,14,8,4.79,32,32,0,0,186,204,107,99,22,59,138,0.278,1.41,1,1,7,5,0,0,11,260,146,4,0,8,4,0,814,3055,0.636,1.78,0.336,0.439,0.775,6.68,2.85,9.87,2.34,16.42
265," Hughes, J",PIT,1,1,3.03,67,0,1,3,59.1,62,24,20,6,22,34,0.277,1.42,0,0,5,3,18,4,8,87,47,5,0,7,2,0,257,908,0.5,1.85,0.352,0.442,0.794,5.16,3.34,9.4,1.55,15.3
266," Garton, R",TB,1,2,4.35,37,0,1,1,39.1,44,20,19,5,11,33,0.277,1.4,0,0,0,2,14,2,4,43,40,2,0,1,1,0,171,695,0.333,1.08,0.324,0.409,0.732,7.55,2.52,10.07,3,17.67
267," Mitchell, B",NYY,1,2,3.24,5,5,0,0,25,26,13,9,1,12,11,0.277,1.52,0,0,0,0,0,0,5,31,27,0,0,1,2,0,107,388,0.333,1.15,0.358,0.383,0.741,3.96,4.32,9.36,0.92,15.52
268," Murray, C",PHI,1,1,6.25,24,0,0,0,31.2,34,22,22,6,13,31,0.276,1.48,0,0,2,1,4,1,3,27,34,5,0,2,0,0,142,536,0.5,0.79,0.353,0.496,0.848,8.81,3.69,9.66,2.38,16.93
269," Gallardo, Y",BAL,6,8,5.42,23,23,0,0,118,126,74,71,16,61,85,0.276,1.58,0,0,1,2,0,0,13,121,131,6,0,5,6,2,526,2107,0.429,0.92,0.359,0.454,0.813,6.48,4.65,9.61,1.39,17.86
270," Fister, D",HOU,12,13,4.64,32,32,0,0,180.1,195,98,93,24,62,115,0.276,1.43,0,0,7,1,0,0,20,215,184,10,0,3,3,0,779,3000,0.48,1.17,0.339,0.449,0.788,5.74,3.09,9.73,1.85,16.64
271," Bradley, A",ARI,8,9,5.02,26,26,0,0,141.2,154,84,79,16,67,143,0.276,1.56,0,0,4,8,0,0,7,142,128,7,2,12,5,0,638,2576,0.471,1.11,0.354,0.448,0.802,9.08,4.26,9.78,2.13,18.18
272," Guaipe, M",SEA,0,0,4.91,5,0,0,0,7.1,8,6,4,0,4,5,0.276,1.64,0,0,0,0,0,0,0,8,9,0,0,2,1,0,34,120,.---,0.89,0.353,0.31,0.663,6.14,4.91,9.82,1.25,16.36
273," Chen, W",MIA,5,5,4.96,22,22,0,0,123.1,134,69,68,22,24,100,0.276,1.28,0,0,3,0,0,0,10,123,136,1,0,2,0,0,520,1918,0.5,0.9,0.311,0.477,0.789,7.3,1.75,9.78,4.17,15.55
274," Kintzler, B",MIN,0,2,3.15,54,0,17,20,54.1,59,22,19,5,8,35,0.276,1.23,0,0,2,1,36,1,8,83,37,0,0,0,0,1,224,828,0,2.24,0.308,0.397,0.705,5.8,1.33,9.77,4.38,15.24
275," Holland, D",TEX,7,9,4.95,22,20,0,0,107.1,116,62,59,15,35,67,0.276,1.41,0,0,2,2,0,0,8,103,138,2,0,3,3,0,461,1828,0.438,0.75,0.333,0.437,0.77,5.62,2.93,9.73,1.91,17.03
276," Peralta, J",CHC,1,1,5.93,31,0,0,2,27.1,30,19,18,9,8,33,0.275,1.39,0,0,1,0,5,11,0,12,35,0,0,2,1,1,119,501,0.5,0.34,0.328,0.596,0.924,10.87,2.63,9.88,4.13,18.33
277," Nova, I",PIT,12,8,4.17,32,26,1,1,162,175,81,75,23,28,127,0.275,1.25,3,0,9,1,3,0,16,225,120,10,0,10,2,0,684,2310,0.6,1.88,0.312,0.465,0.778,7.06,1.56,9.72,4.54,14.26
278," Urena, J",MIA,4,9,6.13,28,12,1,3,83.2,91,59,57,11,29,58,0.275,1.43,0,0,6,6,4,1,6,109,80,0,0,1,0,0,373,1437,0.308,1.36,0.341,0.459,0.8,6.24,3.12,9.79,2,17.18
279," Severino, L",NYY,3,8,5.83,22,11,0,0,71,78,48,46,11,25,66,0.275,1.45,0,0,3,1,3,1,8,77,63,3,0,2,0,0,312,1269,0.273,1.22,0.34,0.472,0.812,8.37,3.17,9.89,2.64,17.87
280," Alvarez, D",TEX,3,1,5.06,26,0,0,0,26.2,28,16,15,6,7,41,0.275,1.31,0,0,3,2,9,1,4,14,20,5,0,1,1,0,113,468,0.75,0.7,0.336,0.461,0.797,13.84,2.36,9.45,5.86,17.55
280," Barnes, D",TOR,0,0,3.95,12,0,0,0,13.2,14,6,6,0,5,14,0.275,1.39,0,0,0,0,4,1,1,11,14,1,0,0,1,0,58,234,.---,0.79,0.328,0.373,0.7,9.22,3.29,9.22,2.8,17.12
282," Maness, S",STL,2,2,3.41,29,0,0,0,31.2,34,14,12,2,8,16,0.274,1.33,0,0,0,2,13,1,4,51,25,2,0,1,1,0,134,496,0.5,2.04,0.316,0.419,0.735,4.55,2.27,9.66,2,15.66
283," Urias, J",LAD,5,2,3.39,18,15,0,0,77,81,32,29,5,31,84,0.274,1.45,0,0,4,0,1,0,6,73,63,3,0,7,3,6,336,1416,0.714,1.16,0.349,0.378,0.728,9.82,3.62,9.47,2.71,18.39
284," Ogando, A",ARI,2,1,3.94,36,0,0,0,32,32,18,14,2,23,29,0.274,1.72,0,0,1,5,11,3,4,31,32,3,0,6,1,0,148,618,0.667,0.97,0.386,0.393,0.779,8.16,6.47,9,1.26,19.31
285," Hunter, T",BAL,2,2,3.18,33,0,0,1,34,35,13,12,1,8,23,0.273,1.26,0,0,2,1,8,1,8,43,28,0,0,4,0,0,139,483,0.5,1.54,0.326,0.352,0.678,6.09,2.12,9.26,2.88,14.21
286," Rodon, C",CWS,9,10,4.04,28,28,0,0,165,176,82,74,23,54,168,0.273,1.39,0,0,6,3,0,0,14,148,162,11,1,17,3,1,715,2795,0.474,0.91,0.332,0.43,0.763,9.16,2.95,9.6,3.11,16.94
287," Latos, M",WSH,7,3,4.89,17,12,0,0,70,74,40,38,11,30,42,0.273,1.49,0,0,1,1,1,0,5,80,82,1,0,12,3,0,309,1184,0.7,0.98,0.342,0.454,0.796,5.4,3.86,9.51,1.4,16.91
288," Fulmer, C",CWS,0,2,8.49,8,0,0,1,11.2,12,11,11,2,7,10,0.273,1.63,0,0,2,0,4,0,2,14,8,2,0,1,1,0,53,213,0,1.75,0.396,0.477,0.873,7.71,5.4,9.26,1.43,18.26
288," Hessler, K",SD,1,0,4.15,17,0,0,0,21.2,24,10,10,2,13,11,0.273,1.71,0,0,1,2,5,1,1,22,32,0,0,0,0,0,103,418,1,0.69,0.373,0.455,0.827,4.57,5.4,9.97,0.85,19.29
288," Kiekhefer, D",STL,0,0,5.32,26,0,0,0,22,24,13,13,2,7,14,0.273,1.41,0,0,2,4,10,2,1,28,23,0,0,0,0,0,98,364,.---,1.22,0.337,0.409,0.746,5.73,2.86,9.82,2,16.55
288," Scott, R",BOS,1,0,0,7,0,0,0,6,6,0,0,0,2,5,0.273,1.33,0,0,0,0,1,1,0,5,7,1,0,0,0,0,25,98,1,0.71,0.333,0.273,0.606,7.5,3,9,2.5,16.33
288," Sturdevant, T",TB,0,1,3.93,16,0,0,0,18.1,18,8,8,1,6,14,0.273,1.31,0,0,1,1,6,3,2,16,20,0,0,0,1,0,75,259,0,0.8,0.342,0.364,0.706,6.87,2.95,8.84,2.33,14.13
293," Petit, Y",WSH,3,5,4.5,36,1,1,2,62,67,33,31,12,15,49,0.272,1.32,0,0,0,3,16,1,4,61,73,3,1,3,0,0,265,969,0.375,0.84,0.313,0.48,0.793,7.11,2.18,9.73,3.27,15.63
294," Anderson, T",COL,5,6,3.54,19,19,0,0,114.1,119,50,45,12,28,99,0.272,1.29,0,0,3,2,0,0,13,140,88,4,3,7,2,3,478,1793,0.455,1.59,0.318,0.423,0.742,7.79,2.2,9.37,3.54,15.68
295," Chacin, J",LAA,6,8,4.81,34,22,0,0,144,153,81,77,14,55,119,0.272,1.44,1,0,5,4,5,0,10,171,129,8,1,5,1,1,632,2389,0.429,1.33,0.339,0.406,0.745,7.44,3.44,9.56,2.16,16.59
296," Green, C",NYY,2,4,4.73,12,8,1,1,45.2,49,26,24,12,15,52,0.272,1.4,0,0,1,0,4,0,3,43,38,1,0,3,1,0,198,836,0.333,1.13,0.33,0.522,0.852,10.25,2.96,9.66,3.47,18.31
297," Chavez, J",LAD,2,2,4.43,62,0,0,3,67,71,36,33,12,18,63,0.272,1.33,0,0,2,3,9,11,7,65,63,1,0,3,2,0,282,1123,0.5,1.03,0.323,0.456,0.779,8.46,2.42,9.54,3.5,16.76
298," Lopez, R",WSH,5,3,4.91,11,6,0,0,44,47,27,24,4,22,42,0.272,1.57,0,0,0,2,1,1,1,43,46,5,0,1,0,0,201,806,0.625,0.93,0.35,0.422,0.772,8.59,4.5,9.61,1.91,18.32
299," Perez, W",ATL,2,3,6.04,11,11,0,0,53.2,57,37,36,7,15,27,0.271,1.34,0,0,2,3,0,0,5,83,49,4,0,1,0,1,233,859,0.4,1.69,0.323,0.429,0.752,4.53,2.52,9.56,1.8,16.01
300," Krol, I",ATL,2,0,3.18,63,0,0,2,51,54,19,18,4,13,56,0.271,1.31,0,0,3,3,7,10,3,61,30,5,0,6,2,1,217,890,1,2.03,0.324,0.377,0.701,9.88,2.29,9.53,4.31,17.45
301," Soria, J",KC,5,8,4.05,70,0,1,8,66.2,70,31,30,10,27,68,0.271,1.46,0,0,2,0,18,20,2,73,53,2,3,2,2,0,293,1193,0.385,1.38,0.343,0.457,0.8,9.18,3.65,9.45,2.52,17.9
302," Cosart, J",SD,0,4,6,13,13,0,0,57,61,41,38,4,39,38,0.271,1.75,0,0,2,2,0,0,11,95,33,3,0,1,0,0,268,1095,0,2.88,0.382,0.369,0.751,6,6.16,9.63,0.97,19.21
303," Graveman, K",OAK,10,11,4.11,31,31,0,0,186,196,87,85,22,47,108,0.271,1.31,2,1,7,2,0,0,19,260,167,2,0,7,2,2,786,2832,0.476,1.56,0.319,0.415,0.734,5.23,2.27,9.48,2.3,15.23
304," Norris, D",DET,4,2,3.38,14,13,0,0,69.1,75,30,26,10,22,71,0.271,1.4,0,0,0,0,1,0,3,60,74,1,0,1,1,0,302,1190,0.667,0.81,0.321,0.44,0.762,9.22,2.86,9.74,3.23,17.16
305," Storen, D",SEA,4,3,5.23,57,0,3,4,51.2,56,30,30,7,13,48,0.271,1.34,0,0,7,1,14,10,3,57,47,0,1,5,1,0,228,871,0.571,1.21,0.335,0.444,0.779,8.36,2.26,9.75,3.69,16.86
306," Perez, M",TEX,10,11,4.39,33,33,0,0,198.2,205,110,97,18,76,103,0.27,1.41,0,0,4,0,0,0,36,287,180,3,2,8,3,0,855,3078,0.476,1.59,0.337,0.404,0.741,4.67,3.44,9.29,1.36,15.49
307," Dunn, M",MIA,6,1,3.4,51,0,0,4,42.1,43,16,16,5,11,38,0.27,1.28,0,0,3,0,5,8,3,25,56,2,0,1,4,3,176,720,0.857,0.45,0.326,0.409,0.735,8.08,2.34,9.14,3.45,17.01
308," Coke, P",PIT,0,0,3.6,6,0,0,0,10,10,5,4,1,7,4,0.27,1.7,0,0,1,1,3,0,3,13,10,0,0,0,0,0,45,166,.---,1.3,0.4,0.486,0.886,3.6,6.3,9,0.57,16.6
308," Edgin, J",NYM,1,0,5.23,16,0,0,0,10.1,10,6,6,1,6,11,0.27,1.55,0,0,0,0,4,0,2,8,10,1,0,0,0,0,45,166,1,0.8,0.356,0.351,0.707,9.58,5.23,8.71,1.83,16.06
308," Tropeano, N",LAA,3,2,3.56,13,13,0,0,68.1,70,27,27,14,31,68,0.27,1.48,0,0,2,1,0,0,4,48,77,4,0,3,3,4,296,1213,0.6,0.62,0.349,0.494,0.843,8.96,4.08,9.22,2.19,17.75
311," Hernandez, D",PHI,3,4,3.84,70,0,1,3,72.2,77,31,31,11,32,80,0.27,1.5,0,0,2,5,16,15,5,59,71,6,0,5,1,1,322,1276,0.429,0.83,0.347,0.439,0.785,9.91,3.96,9.54,2.5,17.56
312," Papelbon, J",WSH,2,4,4.37,37,0,19,22,35,37,18,17,3,14,31,0.27,1.46,0,0,0,3,30,1,5,28,42,1,0,2,0,0,152,570,0.333,0.67,0.338,0.416,0.754,7.97,3.6,9.51,2.21,16.29
313," Claudio, A",TEX,4,1,2.79,39,0,0,0,51.2,55,19,16,2,10,34,0.27,1.26,0,0,1,0,15,2,8,81,36,0,0,0,0,0,217,789,0.8,2.25,0.304,0.358,0.662,5.92,1.74,9.58,3.4,15.27
314," Hendriks, L",OAK,0,4,3.76,53,0,0,1,64.2,69,31,27,6,14,71,0.27,1.28,0,0,1,3,10,10,6,55,65,3,0,10,1,0,275,1081,0,0.85,0.305,0.398,0.704,9.88,1.95,9.6,5.07,16.72
315," Tomlin, J",CLE,13,9,4.4,30,29,0,0,174,187,97,85,36,20,118,0.269,1.19,0,0,3,2,1,0,6,219,178,4,0,3,1,0,725,2612,0.591,1.23,0.291,0.487,0.778,6.1,1.03,9.67,5.9,15.01
316," Bradley, J",BAL,1,1,5.14,6,0,0,0,7,7,4,4,0,6,4,0.269,1.86,0,0,0,2,1,0,1,7,9,1,0,2,0,0,33,131,0.5,0.78,0.394,0.385,0.779,5.14,7.71,9,0.67,18.71
317," Eflin, Z",PHI,3,5,5.54,11,11,0,0,63.1,67,42,39,12,17,31,0.269,1.33,2,1,1,1,0,0,5,66,90,1,0,7,2,0,272,992,0.375,0.73,0.314,0.514,0.828,4.41,2.42,9.52,1.82,15.66
318," Cecil, B",TOR,1,7,3.93,54,0,0,4,36.2,39,17,16,6,8,45,0.269,1.28,0,0,2,0,8,9,3,33,30,0,0,6,0,0,157,566,0.125,1.1,0.314,0.428,0.742,11.05,1.96,9.57,5.63,15.44
319," Snell, B",TB,6,8,3.54,19,19,0,0,89,93,44,35,5,51,98,0.269,1.62,0,0,0,0,0,0,7,67,92,6,1,5,3,1,401,1716,0.429,0.73,0.361,0.367,0.728,9.91,5.16,9.4,1.92,19.28
320," Ross, J",WSH,7,5,3.43,19,19,0,0,105,108,43,40,9,29,93,0.269,1.3,0,0,6,3,0,0,10,102,109,2,0,2,2,0,447,1708,0.583,0.94,0.325,0.388,0.713,7.97,2.49,9.26,3.21,16.27
321," Hudson, D",ARI,3,2,5.22,70,0,5,7,60.1,65,40,35,6,22,58,0.269,1.44,0,0,4,3,17,17,3,55,64,5,0,3,2,0,268,1113,0.6,0.86,0.34,0.413,0.753,8.65,3.28,9.7,2.64,18.45
322," Colon, B",NYM,15,8,3.43,34,33,0,0,191.2,200,81,73,24,32,128,0.268,1.21,0,0,3,2,0,0,19,207,221,0,0,8,7,4,791,2853,0.652,0.94,0.3,0.43,0.729,6.01,1.5,9.39,4,14.89
323," Nelson, J",MIL,8,16,4.62,32,32,0,0,179.1,186,108,92,25,86,140,0.268,1.52,0,0,17,2,0,0,18,211,167,8,0,30,7,4,807,2984,0.333,1.26,0.361,0.43,0.791,7.03,4.32,9.33,1.63,16.64
324," Girodo, C",TOR,0,0,4.35,14,0,0,0,10.1,11,5,5,3,2,5,0.268,1.26,0,0,1,0,2,0,1,21,4,1,0,0,0,0,44,144,.---,5.25,0.318,0.537,0.855,4.35,1.74,9.58,2.5,13.94
325," Garcia, J",STL,10,13,4.67,32,30,0,0,171.2,179,94,89,26,57,150,0.268,1.37,1,1,7,3,0,0,21,238,110,8,0,14,6,0,741,2578,0.435,2.16,0.331,0.448,0.779,7.86,2.99,9.38,2.63,15.02
326," Jimenez, U",BAL,8,12,5.44,29,25,1,1,142.1,150,93,86,16,72,125,0.268,1.56,1,0,3,1,2,0,12,162,125,5,1,26,4,0,638,2492,0.4,1.3,0.354,0.418,0.772,7.9,4.55,9.48,1.74,17.51
327," Kuhl, C",PIT,5,4,4.2,14,14,0,0,70.2,73,34,33,7,20,53,0.267,1.32,0,0,4,0,0,0,5,79,72,2,0,4,2,0,301,1141,0.556,1.1,0.324,0.432,0.757,6.75,2.55,9.3,2.65,16.15
328," Nolasco, R",LAA,8,14,4.42,32,32,0,0,197.2,202,104,97,26,44,144,0.267,1.24,1,1,5,0,0,0,21,206,216,7,0,8,5,4,817,3127,0.364,0.95,0.308,0.435,0.744,6.56,2,9.2,3.27,15.82
329," Skaggs, T",LAA,3,4,4.17,10,10,0,0,49.2,51,23,23,5,23,50,0.267,1.49,0,0,2,0,0,0,4,51,42,0,0,11,0,0,219,876,0.429,1.21,0.347,0.403,0.75,9.06,4.17,9.24,2.17,17.64
330," Petricka, J",CWS,0,0,4.5,9,0,0,0,8,8,5,4,1,8,7,0.267,2,0,0,0,0,1,1,2,12,4,3,0,1,0,0,39,156,.---,3,0.421,0.433,0.854,7.88,9,9,0.88,19.5
330," Smoker, J",NYM,3,0,4.7,20,0,0,0,15.1,16,10,8,4,4,25,0.267,1.3,0,0,1,1,4,3,2,7,12,0,0,1,0,0,65,258,1,0.58,0.323,0.467,0.79,14.67,2.35,9.39,6.25,16.83
332," Ray, R",ARI,8,15,4.9,32,32,0,0,174.1,185,105,95,24,71,218,0.267,1.47,0,0,6,4,0,0,13,162,134,8,0,10,3,0,776,3176,0.348,1.21,0.339,0.431,0.77,11.25,3.67,9.55,3.07,18.22
333," Germen, G",COL,2,1,5.31,40,0,1,2,40.2,41,25,24,5,25,32,0.266,1.62,0,0,1,3,8,0,3,41,42,5,0,1,2,0,182,739,0.667,0.98,0.37,0.455,0.825,7.08,5.53,9.07,1.28,18.17
334," Shoemaker, M",LAA,9,13,3.88,27,27,0,0,160,166,71,69,18,30,143,0.266,1.23,1,1,7,1,0,0,10,152,170,2,0,12,4,1,668,2476,0.409,0.89,0.305,0.418,0.723,8.04,1.69,9.34,4.77,15.48
335," Pressly, R",MIN,6,7,3.7,72,0,1,6,75.1,79,34,31,8,23,67,0.266,1.35,0,0,2,2,10,13,3,69,88,7,0,3,0,0,328,1220,0.462,0.78,0.321,0.404,0.725,8,2.75,9.44,2.91,16.19
336," Anderson, C",MIL,9,11,4.39,31,30,0,0,151.2,155,83,74,28,53,120,0.266,1.37,0,0,4,0,1,0,12,137,178,4,0,7,8,0,647,2639,0.45,0.77,0.33,0.489,0.819,7.12,3.15,9.2,2.26,17.4
337," Schultz, B",TOR,0,1,5.51,16,0,0,0,16.1,17,10,10,3,3,10,0.266,1.22,0,0,0,0,8,0,1,25,13,0,0,0,0,0,68,260,0,1.92,0.294,0.469,0.763,5.51,1.65,9.37,3.33,15.92
338," Pineda, M",NYY,6,12,4.82,32,32,0,0,175.2,184,98,94,27,53,207,0.266,1.35,0,0,6,1,0,0,10,163,142,7,0,16,8,2,756,3017,0.333,1.15,0.322,0.462,0.784,10.61,2.72,9.43,3.91,17.17
