RK,Player,Team,W,L,ERA,G,GS,SV,SVO,IP,H,R,ER,HR,BB,SO,AVG,WHIP,CG,SHO,HB,IBB,GF,HLD,GIDP,GO,AO,WP,BK,SB,CS,PK,TBF,NP,WPCT,GO_AO,OBP,SLG,OPS,K_9,BB_9,H_9,K_BB,P_IP
65," Ryu, H",LAD,0,1,11.57,1,1,0,0,4.2,8,6,6,1,2,4,0.364,2.14,0,0,0,1,0,0,0,6,4,0,0,0,0,0,24,89,0,1.5,0.417,0.727,1.144,7.71,3.86,15.43,2,19.07
66," Breslow, C",TEX,0,2,4.5,15,0,0,1,14,21,9,7,1,4,7,0.362,1.79,0,0,0,0,4,2,2,13,18,2,0,0,2,1,63,210,0,0.72,0.403,0.466,0.869,4.5,2.57,13.5,1.75,15
67," Bridwell, P",BAL,0,0,13.5,2,0,0,0,3.1,5,5,5,2,1,3,0.357,1.8,0,0,0,0,1,0,0,1,5,0,0,0,1,0,15,59,.---,0.2,0.4,0.786,1.186,8.1,2.7,13.5,3,17.7
67," Hayes, D",CIN,0,0,8.38,6,0,0,1,9.2,15,10,9,3,6,8,0.357,2.17,0,0,0,1,1,0,2,11,8,0,0,0,0,0,48,194,.---,1.38,0.438,0.643,1.08,7.45,5.59,13.97,1.33,20.07
67," Lohse, K",TEX,0,2,12.54,2,2,0,0,9.1,15,13,13,4,5,3,0.357,2.14,0,0,0,1,0,0,0,9,16,0,0,1,0,0,48,188,0,0.56,0.417,0.762,1.179,2.89,4.82,14.46,0.6,20.14
67," Magill, M",CIN,0,0,6.23,5,0,0,0,4.1,5,3,3,1,5,1,0.357,2.31,0,0,0,0,2,0,2,4,5,0,0,0,1,0,20,82,.---,0.8,0.526,0.571,1.098,2.08,10.38,10.38,0.2,18.92
71," Peralta, W",CIN,0,0,8.59,10,0,0,0,7.1,11,7,7,1,7,5,0.355,2.45,0,0,1,0,3,2,0,9,6,0,0,0,0,0,39,133,.---,1.5,0.487,0.548,1.036,6.14,8.59,13.5,0.71,18.14
72," Bergman, C",COL,1,3,8.39,15,1,0,1,24.2,39,24,23,7,6,22,0.355,1.82,0,0,0,0,5,0,2,22,30,0,0,0,0,0,119,448,0.25,0.73,0.385,0.636,1.021,8.03,2.19,14.23,3.67,18.16
73," Goforth, D",MIL,0,0,10.97,10,0,0,0,10.2,18,14,13,3,4,9,0.353,2.06,0,0,0,1,7,0,0,16,8,1,0,3,0,0,55,201,.---,2,0.4,0.647,1.047,7.59,3.38,15.19,2.25,18.84
74," Pounders, B",KC,2,1,9.24,13,0,0,0,12.2,19,13,13,6,3,13,0.352,1.74,0,0,0,0,6,1,0,6,17,0,1,0,2,0,58,249,0.667,0.35,0.379,0.704,1.083,9.24,2.13,13.5,4.33,19.66
74," Wright, D",LAA,1,5,6.13,9,7,0,0,39.2,57,32,27,7,8,21,0.352,1.64,0,0,5,0,0,0,6,41,47,2,0,2,2,0,179,666,0.167,0.87,0.395,0.556,0.951,4.76,1.82,12.93,2.63,16.79
76," Hernandez, R",ATL,1,1,8,2,2,0,0,9,13,8,8,4,1,6,0.351,1.56,0,0,0,0,0,0,0,10,9,0,0,2,2,0,39,169,0.5,1.11,0.359,0.703,1.062,6,1,13,6,18.78
77," Bailey, H",CIN,2,3,6.65,6,6,0,0,23,35,19,17,2,7,27,0.35,1.83,0,0,2,0,0,0,1,19,21,1,0,5,1,0,111,458,0.4,0.9,0.396,0.42,0.816,10.57,2.74,13.7,3.86,19.91
77," Smith, B",CWS,0,0,6.23,5,0,0,0,4.1,7,3,3,1,0,1,0.35,1.62,0,0,1,0,1,0,0,6,6,0,0,1,0,0,21,76,.---,1,0.381,0.55,0.931,2.08,0,14.54,*.**,17.54
79," Simon, A",CIN,2,7,9.36,15,11,0,0,58.2,89,64,61,15,31,39,0.349,2.05,0,0,8,2,1,0,6,79,52,3,0,4,2,0,298,1120,0.222,1.52,0.431,0.592,1.023,5.98,4.76,13.65,1.26,19.09
80," Floro, D",TB,0,1,4.2,12,0,0,0,15,23,8,7,0,5,14,0.348,1.87,0,0,0,1,4,0,3,18,12,2,0,2,0,0,72,248,0,1.5,0.389,0.424,0.813,8.4,3,13.8,2.8,16.53
80," Johnson, E",SD,0,6,8.33,6,6,0,0,31.1,46,29,29,14,11,21,0.348,1.82,0,0,0,0,0,0,5,31,37,2,0,0,0,0,146,572,0,0.84,0.39,0.75,1.14,6.03,3.16,13.21,1.91,18.26
82," Ege, C",LAA,1,0,3.86,18,0,0,0,11.2,16,5,5,2,5,11,0.348,1.8,0,0,1,0,4,3,1,10,12,0,0,0,0,0,55,205,1,0.83,0.4,0.565,0.965,8.49,3.86,12.34,2.2,17.57
83," Ondrusek, L",BAL,0,0,9.95,7,0,0,0,6.1,9,7,7,1,3,4,0.346,1.89,0,0,0,0,1,1,1,9,4,0,0,0,0,0,29,123,.---,2.25,0.414,0.615,1.029,5.68,4.26,12.79,1.33,19.42
84," VerHagen, D",DET,1,0,7.11,19,0,0,0,19,28,15,15,3,7,10,0.346,1.84,0,0,1,1,4,2,2,28,16,1,0,0,1,0,90,346,1,1.75,0.4,0.568,0.968,4.74,3.32,13.26,1.43,18.21
85," Hoover, J",CIN,1,2,13.5,18,0,1,2,18.2,29,29,28,9,12,15,0.345,2.2,0,0,1,1,8,1,1,17,23,0,0,0,0,0,97,414,0.333,0.74,0.433,0.75,1.183,7.23,5.79,13.98,1.25,22.18
86," Albers, A",MIN,0,0,5.82,6,2,0,0,17,27,16,11,5,6,16,0.342,1.94,0,0,0,0,3,0,3,22,14,1,0,0,2,0,85,326,.---,1.57,0.388,0.646,1.034,8.47,3.18,14.29,2.67,19.18
87," McFarland, T",BAL,2,2,6.93,16,0,0,3,24.2,33,19,19,3,10,7,0.34,1.74,0,0,2,2,2,1,6,40,20,1,0,0,1,0,112,381,0.5,2,0.402,0.526,0.928,2.55,3.65,12.04,0.7,15.45
88," Williams, T",PIT,1,1,7.82,7,1,0,1,12.2,19,13,11,4,5,11,0.339,1.89,0,0,0,0,1,0,2,16,10,0,0,0,1,0,61,224,0.5,1.6,0.393,0.661,1.054,7.82,3.55,13.5,2.2,17.68
89," Tolleson, S",TEX,2,2,7.68,37,0,11,15,36.1,53,32,31,8,10,29,0.338,1.73,0,0,0,2,19,1,0,43,33,1,0,1,3,1,168,659,0.5,1.3,0.375,0.529,0.904,7.18,2.48,13.13,2.9,18.14
90," O'Sullivan, S",BOS,2,0,6.75,5,4,0,0,21.1,30,17,16,3,6,13,0.337,1.69,0,0,2,0,1,0,1,22,25,2,0,6,0,0,98,358,1,0.88,0.388,0.483,0.871,5.48,2.53,12.66,2.17,16.78
91," Street, H",LAA,3,2,6.45,26,0,9,12,22.1,31,16,16,5,12,14,0.337,1.93,0,0,0,2,21,0,2,20,28,0,0,2,0,1,105,401,0.6,0.71,0.41,0.565,0.975,5.64,4.84,12.49,1.17,17.96
92," Cobb, A",TB,1,2,8.59,5,5,0,0,22,32,22,21,5,7,16,0.337,1.77,0,0,0,0,0,0,1,31,18,0,0,1,1,0,104,386,0.333,1.72,0.379,0.589,0.968,6.55,2.86,13.09,2.29,17.55
93," Adams, A",CLE,0,0,9.82,19,0,0,0,18.1,27,22,20,5,7,17,0.333,1.85,0,0,0,1,11,0,2,19,18,0,0,1,0,0,88,317,.---,1.06,0.386,0.679,1.065,8.35,3.44,13.25,2.43,17.29
93," Alcantara, R",OAK,1,3,7.25,5,5,0,0,22.1,31,18,18,9,4,14,0.333,1.57,0,0,4,0,0,0,2,22,28,1,1,2,0,0,103,380,0.25,0.79,0.379,0.688,1.067,5.64,1.61,12.49,3.5,17.01
93," Anderson, C",CLE,2,5,6.68,19,9,0,0,60.2,85,45,45,13,13,54,0.333,1.62,0,0,1,3,2,0,4,58,59,5,0,0,1,0,270,996,0.286,0.98,0.367,0.569,0.935,8.01,1.93,12.61,4.15,16.42
93," Aro, J",SEA,0,0,0,1,0,0,0,0.2,1,0,0,0,1,0,0.333,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,4,10,.---,0,0.5,0.333,0.833,0,13.5,13.5,0,15
93," Escobar, E",ARI,1,2,7.23,25,2,0,1,23.2,33,21,19,4,12,17,0.333,1.9,0,0,4,3,3,4,3,24,26,0,0,0,0,0,116,449,0.333,0.92,0.426,0.556,0.982,6.46,4.56,12.55,1.42,18.97
93," Eveland, D",TB,0,1,9,33,0,0,0,23,32,23,23,3,19,21,0.333,2.22,0,0,3,3,8,3,3,26,18,0,0,9,0,0,119,458,0,1.44,0.454,0.51,0.964,8.22,7.43,12.52,1.11,19.91
93," Marksberry, M",ATL,0,0,5.4,4,0,0,0,3.1,5,2,2,1,1,2,0.333,1.8,0,0,1,0,1,0,0,4,4,0,0,0,0,0,17,72,.---,1,0.412,0.6,1.012,5.4,2.7,13.5,2,21.6
93," Marte, K",PIT,0,0,0,2,0,0,0,3.1,5,5,0,2,2,1,0.333,2.1,0,0,0,0,1,0,1,6,3,0,0,0,0,0,17,58,.---,2,0.412,0.733,1.145,2.7,5.4,13.5,0.5,17.4
93," Mendez, Y",TEX,0,0,18,2,0,0,0,3,5,6,6,0,2,0,0.333,2.33,0,0,0,0,0,0,0,3,7,0,0,1,0,0,17,73,.---,0.43,0.412,0.467,0.878,0,6,15,0,24.33
93," Molleken, D",DET,0,0,4.32,4,0,0,0,8.1,12,4,4,0,5,8,0.333,2.04,0,0,0,0,1,0,0,11,6,2,0,0,0,0,42,167,.---,1.83,0.405,0.417,0.821,8.64,5.4,12.96,1.6,20.04
93," Reyes, J",MIA,0,0,9,1,0,0,0,2,3,2,2,0,1,0,0.333,2,0,0,0,0,1,0,0,2,4,0,0,0,0,0,10,36,.---,0.5,0.4,0.556,0.956,0,4.5,13.5,0,18
93," Smith, J",SD,1,0,4.5,4,0,0,0,4,5,2,2,1,1,3,0.333,1.5,0,0,1,0,1,0,1,2,5,0,0,0,0,0,17,56,1,0.4,0.412,0.6,1.012,6.75,2.25,11.25,3,14
93," Ynoa, G",NYM,1,0,6.38,10,3,0,0,18.1,26,13,13,0,7,17,0.333,1.8,0,0,1,0,2,0,1,20,17,0,0,3,0,0,88,323,1,1.18,0.386,0.359,0.745,8.35,3.44,12.76,2.43,17.62
106," Pelfrey, M",DET,4,10,5.07,24,22,0,0,119,160,76,67,15,46,56,0.332,1.73,0,0,6,0,0,0,24,170,103,3,0,8,2,0,541,2054,0.286,1.65,0.393,0.483,0.877,4.24,3.48,12.1,1.22,17.26
107," Reed, C",CIN,0,7,7.36,10,10,0,0,47.2,67,47,39,12,19,43,0.328,1.8,0,0,4,2,0,0,5,62,34,2,2,8,0,0,230,884,0,1.82,0.395,0.574,0.968,8.12,3.59,12.65,2.26,18.55
108," Butler, E",COL,2,5,7.17,17,9,0,0,64,87,57,51,13,21,47,0.328,1.69,0,0,3,1,0,0,6,74,61,1,0,4,3,0,293,1079,0.286,1.21,0.381,0.562,0.944,6.61,2.95,12.23,2.24,16.86
109," Surkamp, E",TEX,0,5,6.98,9,9,0,0,38.2,55,32,30,8,21,22,0.327,1.97,0,0,5,2,0,0,3,40,54,1,0,3,2,2,197,735,0,0.74,0.411,0.548,0.959,5.12,4.89,12.8,1.05,19.01
110," Wendelken, J",OAK,0,0,9.95,8,0,0,0,12.2,18,15,14,3,9,12,0.327,2.13,0,0,0,0,3,0,0,10,15,2,0,1,0,0,64,272,.---,0.67,0.422,0.509,0.931,8.53,6.39,12.79,1.33,21.47
111," Esch, J",MIA,0,1,5.54,3,3,0,0,13,17,8,8,4,6,10,0.327,1.77,0,0,1,1,0,0,4,14,11,0,0,1,1,0,59,214,0,1.27,0.407,0.615,1.022,6.92,4.15,11.77,1.67,16.46
112," Ramirez, N",BOS,0,0,6.23,14,0,0,0,13,16,9,9,4,8,15,0.327,1.85,0,0,2,1,7,0,3,10,10,0,0,2,0,0,61,225,.---,1,0.426,0.633,1.059,10.38,5.54,11.08,1.88,17.31
113," Kelly, C",ATL,0,3,5.82,10,1,0,1,21.2,30,14,14,1,7,7,0.326,1.71,0,0,2,3,3,0,0,29,27,1,0,2,0,0,102,376,0,1.07,0.382,0.489,0.871,2.91,2.91,12.46,1,17.35
114," Marquez, G",COL,1,1,5.23,6,3,0,0,20.2,28,12,12,2,6,15,0.326,1.65,0,0,3,0,0,0,0,31,15,0,0,2,0,0,98,351,0.5,2.07,0.385,0.547,0.932,6.53,2.61,12.19,2.5,16.98
115," Heller, B",NYY,1,0,6.43,10,0,0,1,7,11,5,5,3,4,6,0.324,2.14,0,0,2,1,4,1,0,10,7,0,0,2,0,0,40,170,1,1.43,0.425,0.676,1.101,7.71,5.14,14.14,1.5,24.29
