RK,Player,Team,W,L,ERA,G,GS,SV,SVO,IP,H,R,ER,HR,BB,SO,AVG,WHIP,CG,SHO,HB,IBB,GF,HLD,GIDP,GO,AO,WP,BK,SB,CS,PK,TBF,NP,WPCT,GO_AO,OBP,SLG,OPS,K_9,BB_9,H_9,K_BB,P_IP
9," McDonald, D",NYY,0,1,27,1,0,0,0,1,2,3,3,1,2,0,0.5,4,0,0,0,0,1,0,0,2,0,0,0,0,1,0,6,24,0,*.**,0.667,1.5,2.167,0,18,18,0,24
15," Rosario, S",BOS,0,0,18,4,0,0,0,3,8,6,6,0,0,2,0.471,2.67,0,0,0,0,1,0,1,5,2,0,0,1,0,0,17,60,.---,2.5,0.471,0.588,1.059,6,0,24,*.**,20
16," Ely, J",LAD,0,2,20.25,2,0,0,0,2.2,6,6,6,0,4,3,0.462,3.75,0,0,1,2,1,0,0,3,2,0,0,0,0,0,19,76,0,1.5,0.611,0.538,1.15,10.13,13.5,20.25,0.75,28.5
17," Weber, T",SD,0,1,9,2,0,0,0,4,10,4,4,0,2,1,0.455,3,0,0,0,0,1,0,1,10,1,0,0,1,0,0,24,85,0,10,0.5,0.591,1.091,2.25,4.5,22.5,0.5,21.25
17," Wilson, J",PIT,0,0,1.93,8,0,0,0,4.2,10,1,1,0,3,7,0.455,2.79,0,0,0,0,3,0,0,3,3,1,0,2,0,0,26,104,.---,1,0.52,0.591,1.111,13.5,5.79,19.29,2.33,22.29
19," Bogusevic, B",HOU,0,0,18,1,0,0,0,1,3,2,2,1,0,0,0.429,3,0,0,0,0,1,0,0,1,3,0,0,0,0,0,7,27,.---,0.33,0.429,0.857,1.286,0,0,27,-.--,27
19," Igarashi, R",NYY,0,0,18,4,0,0,0,4,9,8,8,0,5,5,0.429,3.5,0,0,0,0,1,0,0,5,2,0,0,0,0,0,26,114,.---,2.5,0.538,0.571,1.11,11.25,11.25,20.25,1,28.5
19," Putnam, Z",COL,0,0,0,2,0,0,0,2,3,0,0,0,1,0,0.429,2,0,0,0,0,0,0,0,3,2,0,0,0,0,0,9,30,.---,1.5,0.5,0.429,0.929,0,4.5,13.5,0,15
22," De Los Santos, F",MIL,0,0,3,6,0,0,0,3,7,2,1,0,3,3,0.412,3.33,0,0,0,0,2,0,0,2,5,1,0,0,0,0,20,74,.---,0.4,0.5,0.471,0.971,9,9,21,1,24.67
22," Petit, Y",SF,0,0,3.86,1,1,0,0,4.2,7,2,2,0,4,1,0.412,2.36,0,0,0,0,0,0,0,4,6,1,0,1,2,1,22,94,.---,0.67,0.524,0.412,0.936,1.93,7.71,13.5,0.25,20.14
22," Redmond, T",CIN,0,1,10.8,1,1,0,0,3.1,7,4,4,1,5,2,0.412,3.6,0,0,0,0,0,0,0,2,6,0,0,2,0,0,22,91,0,0.33,0.545,0.647,1.193,5.4,13.5,18.9,0.4,27.3
22," Schlereth, D",DET,0,0,10.29,6,0,0,0,7,14,10,8,3,5,6,0.412,2.71,0,0,0,2,2,0,2,8,6,1,0,1,0,0,39,138,.---,1.33,0.487,0.853,1.34,7.71,6.43,18,1.2,19.71
22," Wilk, A",DET,0,3,8.18,3,3,0,0,11,21,11,10,4,3,7,0.412,2.18,0,0,0,0,0,0,0,9,15,0,0,1,1,1,55,194,0,0.6,0.436,0.647,1.083,5.73,2.45,17.18,2.33,17.64
27," Martinez, J",ARI,0,0,9,1,0,0,0,1,2,1,1,0,0,1,0.4,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,5,16,.---,0,0.4,0.6,1,9,0,18,*.**,16
27," Mathis, J",TOR,0,0,9,2,0,0,0,2,4,2,2,0,1,0,0.4,2.5,0,0,0,0,2,0,0,1,5,0,0,0,0,0,11,42,.---,0.2,0.455,0.7,1.155,0,4.5,18,0,21
27," Thompson, R",OAK,0,1,12,3,0,0,0,3,6,4,4,1,1,3,0.4,2.33,0,0,0,0,3,0,0,3,3,0,0,2,0,0,16,56,0,1,0.438,0.667,1.104,9,3,18,3,18.67
27," Wilson, B",SF,0,0,9,2,0,1,1,2,4,2,2,0,2,2,0.4,3,0,0,0,0,2,0,0,1,3,1,0,0,0,0,12,56,.---,0.33,0.5,0.6,1.1,9,9,18,1,28
31," Del Rosario, E",HOU,0,0,9,19,0,0,0,19,34,21,19,1,7,11,0.395,2.16,0,0,2,0,3,1,2,19,24,0,0,6,0,0,97,361,.---,0.79,0.443,0.558,1.001,5.21,3.32,16.11,1.57,19
32," Sanches, B",HOU,0,1,9.95,6,0,0,0,6.1,12,7,7,4,3,5,0.387,2.37,0,0,0,1,3,0,0,4,10,0,0,0,0,0,34,135,0,0.4,0.441,0.839,1.28,7.11,4.26,17.05,1.67,21.32
33," Chulk, V",MIL,1,0,10,7,0,0,0,9,17,10,10,0,4,10,0.386,2.33,0,0,0,1,4,0,0,5,12,0,0,1,0,0,48,185,1,0.42,0.438,0.545,0.983,10,4,17,2.5,20.56
34," Albaladejo, J",ARI,0,0,9,3,0,0,0,3,5,3,3,1,0,2,0.385,1.67,0,0,1,0,0,0,0,2,5,0,1,0,0,0,15,54,.---,0.4,0.4,0.769,1.169,6,0,15,*.**,18
35," Wang, C",WSH,2,3,6.68,10,5,0,0,32.1,50,24,24,5,15,15,0.376,2.01,0,0,3,0,0,0,3,47,28,5,0,4,3,0,158,565,0.4,1.68,0.442,0.586,1.028,4.18,4.18,13.92,1,17.47
36," Thomas, J",NYY,0,0,8.22,11,0,0,0,7.2,12,7,7,1,3,7,0.375,1.96,0,0,1,0,0,0,0,5,9,1,0,1,1,0,37,155,.---,0.56,0.432,0.563,0.995,8.22,3.52,14.09,2.33,20.22
37," Parker, B",CHC,0,0,6,7,0,0,0,6,10,7,4,3,5,6,0.37,2.5,0,0,0,1,0,0,2,7,4,0,0,1,0,0,32,130,.---,1.75,0.469,0.704,1.172,9,7.5,15,1.2,21.67
38," Pauley, D",SEA,0,1,6.48,10,0,0,0,16.2,27,13,12,2,5,6,0.37,1.92,0,0,2,1,6,0,1,16,26,0,0,1,0,0,82,307,0,0.62,0.42,0.507,0.927,3.24,2.7,14.58,1.2,18.42
39," Enright, B",LAA,0,0,14.73,3,0,0,0,3.2,7,6,6,1,1,0,0.368,2.18,0,0,0,0,2,0,0,2,10,0,0,0,0,0,20,79,.---,0.2,0.4,0.579,0.979,0,2.45,17.18,0,21.55
39," Romero, J",BAL,0,0,9,16,0,0,0,12,21,13,12,4,3,6,0.368,2,0,0,1,0,4,2,0,15,16,1,0,2,0,0,62,207,.---,0.94,0.403,0.632,1.035,4.5,2.25,15.75,2,17.25
41," Grimm, J",TEX,1,1,9,5,2,0,0,14,22,14,14,1,3,13,0.367,1.79,0,0,0,0,3,0,0,16,11,3,0,2,2,0,65,249,0.5,1.45,0.385,0.55,0.935,8.36,1.93,14.14,4.33,17.79
42," Perry, R",WSH,1,0,10.13,7,0,0,0,8,12,9,9,2,2,3,0.364,1.75,0,0,0,0,4,0,1,8,10,0,0,2,1,0,35,131,1,0.8,0.4,0.667,1.067,3.38,2.25,13.5,1.5,16.38
43," Cordero, F",HOU,3,8,7.55,47,0,2,8,39.1,61,35,33,9,18,31,0.363,2.01,0,0,2,4,18,6,5,40,40,5,0,7,0,0,192,750,0.273,1,0.431,0.589,1.02,7.09,4.12,13.96,1.72,19.07
44," Stewart, Z",BOS,1,4,8.58,20,3,0,0,35.2,58,40,34,14,4,19,0.36,1.74,0,0,1,0,8,0,3,53,33,0,1,4,1,0,168,619,0.2,1.61,0.377,0.677,1.054,4.79,1.01,14.64,4.75,17.36
45," Otero, D",SF,0,0,5.84,12,0,0,0,12.1,19,11,8,0,2,8,0.358,1.7,0,0,2,1,4,0,2,19,7,1,0,1,1,0,57,186,.---,2.71,0.404,0.491,0.894,5.84,1.46,13.86,4,15.08
46," Coello, R",TOR,0,1,12.79,6,0,0,0,6.1,10,9,9,2,4,11,0.357,2.21,0,0,1,0,1,1,0,1,6,0,0,0,0,0,33,132,0,0.17,0.455,0.75,1.205,15.63,5.68,14.21,2.75,20.84
46," Richmond, S",TOR,0,0,6,3,0,0,1,3,5,2,2,1,0,2,0.357,1.67,0,0,0,0,2,0,0,4,4,1,0,0,0,0,15,56,.---,1,0.333,0.571,0.905,6,0,15,*.**,18.67
46," Schwinden, C",NYM,0,1,12.46,3,2,0,0,8.2,15,13,12,4,3,1,0.357,2.08,0,0,0,0,1,0,0,16,11,0,0,2,0,0,46,187,0,1.45,0.4,0.786,1.186,1.04,3.12,15.58,0.33,21.58
46," Van Den Hurk, R",PIT,0,1,13.5,4,0,0,0,2.2,5,4,4,0,1,3,0.357,2.25,0,0,1,0,3,0,0,2,4,2,0,0,0,0,16,78,0,0.5,0.438,0.357,0.795,10.13,3.38,16.88,3,29.25
50," Carpenter, D",BOS,0,2,8.07,33,0,0,1,32.1,51,31,29,5,16,31,0.357,2.07,0,0,2,4,9,2,3,31,32,2,0,3,0,0,163,627,0,0.97,0.429,0.524,0.953,8.63,4.45,14.2,1.94,19.39
51," Carrasco, D",ATL,0,0,7.36,4,0,0,0,3.2,6,3,3,2,0,3,0.353,1.64,0,0,1,0,3,0,0,4,4,1,0,0,0,0,18,60,.---,1,0.389,0.824,1.212,7.36,0,14.73,*.**,16.36
51," Colon, R",KC,0,0,6.75,3,0,0,0,8,12,6,6,0,3,3,0.353,1.88,0,0,0,0,0,1,2,10,9,1,0,0,0,0,37,121,.---,1.11,0.405,0.5,0.905,3.38,3.38,13.5,1,15.13
51," Hand, B",MIA,0,1,17.18,1,1,0,0,3.2,6,7,7,1,6,3,0.353,3.27,0,0,0,1,0,0,0,3,5,0,0,2,0,0,23,96,0,0.6,0.522,0.647,1.169,7.36,14.73,14.73,0.5,26.18
54," De La Rosa, D",TB,0,0,12.6,5,0,0,0,5,7,7,7,2,2,5,0.35,1.8,0,0,0,0,5,0,1,5,3,0,0,0,1,0,22,96,.---,1.67,0.409,0.75,1.159,9,3.6,12.6,2.5,19.2
55," Jurrjens, J",ATL,3,4,6.89,11,10,0,0,48.1,72,40,37,8,18,19,0.35,1.86,0,0,1,0,1,0,5,52,65,1,0,9,4,0,227,830,0.429,0.8,0.404,0.544,0.948,3.54,3.35,13.41,1.06,17.17
56," Coleman, C",CHC,0,2,7.4,17,1,0,1,24.1,37,20,20,5,12,16,0.349,2.01,0,0,0,0,5,0,2,28,26,1,0,1,0,0,119,460,0,1.08,0.415,0.547,0.962,5.92,4.44,13.68,1.33,18.9
57," Maloney, M",MIN,1,0,8.18,9,0,0,0,11,17,10,10,2,1,5,0.347,1.64,0,0,1,0,2,0,0,14,14,0,0,2,0,0,52,147,1,1,0.365,0.673,1.039,4.09,0.82,13.91,5,13.36
58," Cabrera, E",COL,0,2,11.12,2,2,0,0,5.2,9,9,7,3,7,5,0.346,2.82,0,0,0,1,0,0,1,7,5,0,0,2,0,0,33,146,0,1.4,0.485,0.731,1.216,7.94,11.12,14.29,0.71,25.76
58," MacDougal, M",WSH,0,0,7.94,7,0,0,0,5.2,9,5,5,0,6,4,0.346,2.65,0,0,0,0,1,2,0,5,8,0,0,1,0,0,32,119,.---,0.63,0.469,0.423,0.892,6.35,9.53,14.29,0.67,21
60," McClendon, M",MIL,0,0,6.43,9,0,0,0,14,20,11,10,1,5,4,0.345,1.79,0,0,3,0,3,0,0,22,15,1,0,4,0,0,69,230,.---,1.47,0.424,0.483,0.907,2.57,3.21,12.86,0.8,16.43
61," Penny, B",SF,0,1,6.11,22,0,0,0,28,42,22,19,4,9,10,0.344,1.82,0,0,1,2,8,2,4,41,30,2,0,3,1,0,133,444,0,1.37,0.394,0.508,0.902,3.21,2.89,13.5,1.11,15.86
62," Scheppers, T",TEX,1,1,4.45,39,0,1,1,32.1,47,18,16,6,9,30,0.343,1.73,0,0,2,3,13,3,4,28,36,4,0,6,0,0,152,562,0.5,0.78,0.389,0.518,0.908,8.35,2.51,13.08,3.33,17.38
63," Castillo, L",CHC,0,1,7.88,13,0,0,0,16,24,16,14,2,12,13,0.343,2.25,0,0,3,0,2,0,0,13,23,2,0,6,0,0,88,341,0,0.57,0.453,0.471,0.925,7.31,6.75,13.5,1.08,21.31
64," Cleto, M",STL,0,0,7,9,0,0,0,9,13,7,7,4,2,15,0.342,1.67,0,0,1,0,2,1,0,5,5,0,0,0,1,0,41,172,.---,1,0.39,0.737,1.127,15,2,13,7.5,19.11
65," Harris, W",COL,1,1,8.15,20,0,0,0,17.2,27,18,16,3,6,19,0.342,1.87,0,0,1,1,10,3,0,16,20,4,0,0,0,0,89,332,0.5,0.8,0.391,0.532,0.922,9.68,3.06,13.75,3.17,18.79
66," Berken, J",CHC,0,3,5.49,5,4,0,0,19.2,29,21,12,5,7,11,0.341,1.83,0,0,1,0,1,0,2,27,20,1,0,0,0,0,95,333,0,1.35,0.394,0.635,1.029,5.03,3.2,13.27,1.57,16.93
67," De La Rosa, J",COL,0,2,9.28,3,3,0,0,10.2,17,14,11,5,2,6,0.34,1.78,0,0,0,0,0,0,0,12,16,2,0,1,0,0,53,204,0,0.75,0.365,0.7,1.065,5.06,1.69,14.34,3,19.12
68," Blackburn, N",MIN,4,9,7.39,19,19,0,0,98.2,143,81,81,23,26,42,0.34,1.71,0,0,1,0,0,0,8,121,123,2,0,5,1,0,456,1628,0.308,0.98,0.374,0.584,0.959,3.83,2.37,13.04,1.62,16.5
69," Crawford, E",TOR,0,0,6.75,10,0,0,0,8,10,6,6,3,4,5,0.333,1.75,0,0,1,1,3,1,1,9,7,0,1,1,1,0,36,149,.---,1.29,0.429,0.7,1.129,5.63,4.5,11.25,1.25,18.63
69," Dickson, B",STL,0,0,7.11,4,0,0,0,6.1,10,7,5,2,2,6,0.333,1.89,0,0,0,0,2,0,0,9,5,0,0,0,0,0,32,131,.---,1.8,0.375,0.633,1.008,8.53,2.84,14.21,3,20.68
69," Hacker, E",SF,0,1,5.59,4,1,0,0,9.2,14,6,6,2,2,8,0.333,1.66,0,0,1,1,2,0,0,10,10,0,0,2,1,0,45,142,0,1,0.378,0.548,0.925,7.45,1.86,13.03,4,14.69
69," Herndon, D",TOR,0,1,4.7,5,0,0,0,7.2,10,4,4,1,1,8,0.333,1.43,0,0,0,0,2,0,1,10,4,0,0,1,1,0,33,127,0,2.5,0.355,0.533,0.888,9.39,1.17,11.74,8,16.57
69," Maier, M",KC,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.333,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,3,9,.---,1,0.333,0.333,0.667,0,0,9,-.--,9
69," Mitchell, D",SEA,0,0,3.86,4,0,0,0,4.2,7,2,2,1,3,2,0.333,2.14,0,0,0,0,3,0,0,7,5,1,0,0,0,0,24,84,.---,1.4,0.417,0.524,0.94,3.86,5.79,13.5,0.67,18
69," Stauffer, T",SD,0,0,5.4,1,1,0,0,5,7,4,3,1,3,5,0.333,2,0,0,0,0,0,0,1,6,3,0,0,1,1,0,24,91,.---,2,0.417,0.476,0.893,9,5.4,12.6,1.67,18.2
69," Weiland, K",HOU,0,3,6.62,3,3,0,0,17.2,24,13,13,5,7,13,0.333,1.75,0,0,0,0,0,0,3,13,22,1,1,0,2,0,79,303,0,0.59,0.392,0.597,0.99,6.62,3.57,12.23,1.86,17.15
77," Hudson, D",ARI,3,2,7.35,9,9,0,0,45.1,62,37,37,9,12,37,0.332,1.63,0,0,0,0,0,0,6,43,48,2,0,3,1,0,202,801,0.6,0.9,0.37,0.54,0.91,7.35,2.38,12.31,3.08,17.67
78," Ekstrom, M",OAK,0,0,6.32,15,0,0,0,15.2,21,11,11,1,2,9,0.328,1.47,0,0,0,0,5,0,1,23,17,0,0,2,0,0,72,259,.---,1.35,0.333,0.469,0.802,5.17,1.15,12.06,4.5,16.53
79," Moyer, J",TOR,2,5,5.7,10,10,0,0,53.2,75,40,34,11,18,36,0.328,1.73,0,0,2,2,0,0,9,68,55,0,0,7,2,1,254,919,0.286,1.24,0.38,0.546,0.926,6.04,3.02,12.58,2,17.12
80," Wheeler, D",CLE,0,0,8.76,12,0,0,0,12.1,17,12,12,3,7,2,0.327,1.95,0,0,0,0,2,1,0,18,17,2,0,0,0,0,61,253,.---,1.06,0.393,0.577,0.97,1.46,5.11,12.41,0.29,20.51
81," Ross, T",OAK,2,11,6.5,18,13,0,0,73.1,96,56,53,7,37,46,0.327,1.81,0,0,5,3,3,0,11,96,62,2,1,10,3,0,342,1288,0.154,1.55,0.407,0.463,0.87,5.65,4.54,11.78,1.24,17.56
82," Manship, J",MIN,0,0,7.89,12,0,0,0,21.2,29,19,19,4,7,12,0.326,1.66,0,0,1,1,2,1,2,27,22,0,0,1,0,0,98,387,.---,1.23,0.381,0.517,0.898,4.98,2.91,12.05,1.71,17.86
83," Coke, P",DET,2,3,4,66,0,1,3,54,71,28,24,5,18,51,0.324,1.65,0,0,1,4,11,20,5,63,41,3,0,5,2,0,245,932,0.4,1.54,0.375,0.479,0.854,8.5,3,11.83,2.83,17.26
84," Kelly, C",SD,2,3,6.21,6,6,0,0,29,39,23,20,5,10,26,0.322,1.69,0,0,2,1,0,0,1,35,24,0,0,1,2,0,136,505,0.4,1.46,0.383,0.512,0.896,8.07,3.1,12.1,2.6,17.41
85," Burns, C",SD,0,1,5.5,17,0,0,0,18,26,11,11,1,10,18,0.321,2,0,0,1,1,9,0,0,25,12,1,0,2,0,0,92,335,0,2.08,0.402,0.457,0.859,9,5,13,1.8,18.61
86," Saito, T",ARI,0,0,6.75,16,0,0,1,12,17,14,9,4,5,11,0.321,1.83,0,0,1,1,2,2,0,14,12,1,0,1,0,0,60,238,.---,1.17,0.39,0.698,1.088,8.25,3.75,12.75,2.2,19.83
87," Moscoso, G",COL,3,2,6.12,23,3,0,1,50,67,34,34,8,19,47,0.321,1.72,0,0,1,0,4,1,3,35,62,5,0,7,1,3,231,911,0.6,0.56,0.378,0.502,0.881,8.46,3.42,12.06,2.47,18.22
88," Lopez, R",CHC,0,1,5.68,4,0,0,0,6.1,8,6,4,0,5,2,0.32,2.05,0,0,1,0,2,0,0,6,12,0,0,0,1,0,34,104,0,0.5,0.438,0.52,0.958,2.84,7.11,11.37,0.4,16.42
89," Oswalt, R",TEX,4,3,5.8,17,9,0,0,59,79,41,38,11,11,59,0.32,1.53,0,0,3,0,2,0,6,62,50,3,2,2,2,0,264,1001,0.571,1.24,0.356,0.547,0.903,9,1.68,12.05,5.36,16.97
90," Bailey, A",BOS,1,1,7.04,19,0,6,9,15.1,21,12,12,2,8,14,0.318,1.89,0,0,0,2,13,1,0,10,21,0,1,1,1,0,74,311,0.5,0.48,0.392,0.47,0.862,8.22,4.7,12.33,1.75,20.28
90," Beck, C",PIT,0,0,6.32,14,0,0,0,15.2,21,12,11,2,5,9,0.318,1.66,0,0,0,0,2,0,3,22,15,1,1,2,1,0,72,262,.---,1.47,0.361,0.53,0.891,5.17,2.87,12.06,1.8,16.72
90," Carpenter, C",BOS,1,0,9,8,0,0,0,6,7,6,6,1,10,2,0.318,2.83,0,0,0,2,3,0,2,10,5,2,0,3,0,0,34,137,1,2,0.531,0.545,1.077,3,15,10.5,0.2,22.83
93," Mazzaro, V",KC,4,3,5.73,18,6,0,0,44,55,29,28,3,19,26,0.318,1.68,0,0,3,2,4,0,6,50,45,1,0,12,2,1,198,712,0.571,1.11,0.391,0.405,0.795,5.32,3.89,11.25,1.37,16.18
94," Waldrop, K",MIN,0,1,2.53,17,0,0,1,21.1,27,6,6,2,6,7,0.318,1.55,0,0,3,1,3,2,3,39,12,1,0,2,0,0,94,346,0,3.25,0.383,0.412,0.795,2.95,2.53,11.39,1.17,16.22
95," Edlefsen, S",SF,0,1,4.7,14,0,0,0,15.1,20,8,8,1,6,9,0.317,1.7,0,0,0,0,6,0,3,24,10,0,0,0,1,0,69,253,0,2.4,0.377,0.429,0.805,5.28,3.52,11.74,1.5,16.5
96," Raley, B",CHC,1,2,8.14,5,5,0,0,24.1,33,23,22,7,11,16,0.317,1.81,0,0,0,0,0,0,1,24,32,0,0,2,1,0,116,415,0.333,0.75,0.383,0.548,0.931,5.92,4.07,12.21,1.45,17.05
97," Godfrey, G",OAK,0,4,6.43,5,4,0,0,21,26,18,15,4,10,10,0.317,1.71,0,0,3,0,1,0,1,15,34,0,0,1,2,0,98,365,0,0.44,0.398,0.524,0.922,4.29,4.29,11.14,1,17.38
98," Hernandez, L",MIL,4,1,6.42,44,0,1,2,67.1,84,48,48,15,16,48,0.317,1.49,0,0,1,4,17,2,8,70,73,2,0,1,1,0,292,1111,0.8,0.96,0.354,0.536,0.89,6.42,2.14,11.23,3,16.5
99," Jeffress, J",KC,0,0,6.75,13,0,0,0,13.1,19,14,10,0,13,13,0.317,2.4,0,0,0,0,6,0,1,17,11,1,0,2,0,0,73,287,.---,1.55,0.438,0.4,0.838,8.78,8.78,12.83,1,21.53
100," Francis, J",COL,6,7,5.58,24,24,0,0,113,145,71,70,15,22,76,0.316,1.48,0,0,8,5,0,0,9,149,102,2,0,10,3,2,502,1858,0.462,1.46,0.356,0.49,0.846,6.05,1.75,11.55,3.45,16.44
101," Santos, S",TOR,0,1,9,6,0,2,4,5,6,5,5,1,4,4,0.316,2,0,0,0,0,4,0,1,7,3,1,0,2,0,0,24,103,0,2.33,0.417,0.579,0.996,7.2,7.2,10.8,1,20.6
102," Chavez, J",OAK,1,1,9.85,13,2,0,0,24.2,34,29,27,7,11,30,0.315,1.82,0,0,3,1,3,0,0,21,24,1,0,0,0,0,123,474,0.5,0.88,0.39,0.593,0.983,10.95,4.01,12.41,2.73,19.22
103," Sanchez, J",COL,1,9,8.07,15,15,0,0,64.2,82,60,58,11,53,45,0.314,2.09,0,0,5,2,0,0,3,59,83,6,1,11,4,4,327,1339,0.1,0.71,0.431,0.556,0.986,6.26,7.38,11.41,0.85,20.71
104," Rusin, C",CHC,2,3,6.37,7,7,0,0,29.2,38,22,21,4,11,21,0.314,1.65,0,0,3,0,0,0,4,37,25,0,0,2,1,1,135,507,0.4,1.48,0.385,0.496,0.881,6.37,3.34,11.53,1.91,17.09
105," McHugh, C",NYM,0,4,7.59,8,4,0,0,21.1,27,21,18,5,8,17,0.314,1.64,0,0,2,2,1,0,1,21,24,0,0,2,2,0,99,396,0,0.88,0.381,0.663,1.044,7.17,3.38,11.39,2.13,18.56
106," Loux, S",SF,1,0,4.97,19,0,0,0,25.1,32,15,14,3,9,9,0.314,1.62,0,0,0,1,6,1,3,35,26,1,0,0,2,0,112,409,1,1.35,0.369,0.51,0.879,3.2,3.2,11.37,1,16.14
107," Wolf, R",BAL,5,10,5.65,30,26,0,0,157.2,196,103,99,23,52,104,0.313,1.57,0,0,7,1,1,0,20,179,161,2,2,9,6,4,699,2710,0.333,1.11,0.37,0.51,0.88,5.94,2.97,11.19,2,17.19
108," Nicasio, J",COL,2,3,5.28,11,11,0,0,58,72,37,34,7,22,54,0.313,1.62,0,0,1,1,0,0,5,55,53,4,0,3,5,2,257,1023,0.4,1.04,0.374,0.487,0.861,8.38,3.41,11.17,2.45,17.64
109," Smith, W",KC,6,9,5.32,16,16,0,0,89.2,111,54,53,12,33,59,0.313,1.61,0,0,1,1,0,0,13,90,102,4,0,8,3,1,396,1411,0.4,0.88,0.368,0.485,0.853,5.92,3.31,11.14,1.79,15.74
110," Crosby, C",DET,1,1,9.49,3,3,0,0,12.1,15,13,13,2,11,9,0.313,2.11,0,0,0,0,0,0,4,14,10,1,0,2,0,0,59,241,0.5,1.4,0.441,0.563,1.003,6.57,8.03,10.95,0.82,19.54
110," Mejia, J",NYM,1,2,5.63,5,3,0,0,16,20,10,10,2,9,8,0.313,1.81,0,0,0,0,1,0,2,27,10,1,0,2,0,0,74,299,0.333,2.7,0.397,0.5,0.897,4.5,5.06,11.25,0.89,18.69
110," Pavano, C",MIN,2,5,6,11,11,0,0,63,80,46,42,9,8,33,0.313,1.4,0,0,2,2,0,0,10,72,73,0,0,7,1,0,268,915,0.286,0.99,0.337,0.508,0.845,4.71,1.14,11.43,4.13,14.52
110," Wells, R",CHC,1,2,5.34,12,4,0,1,28.2,35,18,17,1,24,14,0.313,2.06,0,0,2,1,2,0,1,37,31,1,0,3,2,0,143,547,0.333,1.19,0.439,0.464,0.903,4.4,7.53,10.99,0.58,19.08
114," Abad, F",HOU,0,6,5.09,37,6,0,0,46,57,27,26,6,19,38,0.311,1.65,0,0,3,1,8,3,4,42,49,4,0,0,3,0,208,818,0,0.86,0.383,0.508,0.892,7.43,3.72,11.15,2,17.78
