RK,Player,Team,Pos,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG¡¿,OBP,SLG,OPS
134," Parra, G",ARI,LF,120,455,59,132,21,8,5,60,25,89,5,7,0.29,0.324,0.404,0.729
135," Iwamura, A",PIT,2B,69,231,28,67,16,2,1,22,24,44,9,1,0.29,0.355,0.39,0.745
136," Lowell, M",BOS,DH,119,445,54,129,29,1,17,75,33,61,2,1,0.29,0.337,0.474,0.811
137," Maysonet, E",HOU,2B,39,69,9,20,2,0,1,7,5,19,0,0,0.29,0.333,0.362,0.696
138," Ramirez, M",LAD,LF,104,352,62,102,24,2,19,63,71,81,0,1,0.29,0.418,0.531,0.949
139," Kennedy, A",OAK,2B,129,529,65,153,29,1,11,63,45,86,20,6,0.289,0.348,0.41,0.758
140," Uribe, J",SF,3B,122,398,50,115,26,4,16,55,25,82,3,1,0.289,0.329,0.495,0.824
141," Aubrey, M",BAL,1B,31,90,12,26,7,0,4,14,5,10,0,0,0.289,0.326,0.5,0.826
141," Cantu, J",FLA,3B,149,585,67,169,42,0,16,100,47,81,3,1,0.289,0.345,0.443,0.788
143," Wieters, M",BAL,C,96,354,35,102,15,1,9,43,28,86,0,0,0.288,0.34,0.412,0.753
144," Baker, J",CHC,3B,81,226,27,65,15,2,4,24,18,53,1,0,0.288,0.343,0.425,0.768
145," Rivera, J",LAA,LF,138,529,72,152,24,1,25,88,36,57,0,1,0.287,0.332,0.478,0.81
146," Patterson, E",OAK,2B,39,94,15,27,5,1,1,11,14,25,6,1,0.287,0.373,0.394,0.766
147," Pena, R",NYY,3B,69,115,17,33,6,1,1,10,5,20,4,1,0.287,0.317,0.383,0.699
148," McCutchen, A",PIT,CF,108,433,74,124,26,9,12,54,54,83,22,5,0.286,0.365,0.471,0.836
149," Rodriguez, A",NYY,3B,124,444,78,127,17,1,30,100,80,97,14,2,0.286,0.402,0.532,0.933
150," Hill, A",TOR,2B,158,682,103,195,37,0,36,108,42,98,6,2,0.286,0.33,0.499,0.829
151," Carson, M",OAK,CF,10,21,1,6,0,0,1,5,0,7,0,0,0.286,0.273,0.429,0.701
151," Evans, T",LAA,RF,11,7,2,2,0,0,0,1,0,2,0,0,0.286,0.286,0.286,0.571
151," Holm, S",SF,C,4,7,1,2,0,0,0,0,2,0,0,0,0.286,0.444,0.286,0.73
151," Nady, X",NYY,RF,7,28,4,8,4,0,0,2,1,6,0,0,0.286,0.31,0.429,0.739
151," Pettit, C",LAA,LF,10,7,2,2,0,0,0,0,0,1,0,0,0.286,0.286,0.286,0.571
151," Quiroz, G",SEA,C,4,14,0,4,0,0,0,2,0,3,0,0,0.286,0.286,0.286,0.571
157," Bourn, M",HOU,CF,157,606,97,173,27,12,3,35,63,140,61,12,0.285,0.354,0.384,0.738
158," Hawpe, B",COL,RF,145,501,82,143,42,3,23,86,79,145,1,3,0.285,0.384,0.519,0.903
159," Polanco, P",DET,2B,153,618,82,176,31,4,10,72,36,46,7,2,0.285,0.331,0.396,0.727
160," Counsell, C",MIL,2B,130,404,61,115,22,8,4,39,42,54,3,4,0.285,0.357,0.408,0.766
161," Posada, J",NYY,C,111,383,55,109,25,0,22,81,48,101,1,0,0.285,0.363,0.522,0.885
162," Guzman, C",WSH,2B,135,531,74,151,24,7,6,52,16,75,4,5,0.284,0.306,0.39,0.696
163," Gonzalez, C",COL,LF,89,278,53,79,14,7,13,29,28,70,16,4,0.284,0.353,0.525,0.878
164," Theriot, R",CHC,2B,154,602,81,171,20,5,7,54,51,93,21,10,0.284,0.343,0.369,0.712
165," Young, D",MIN,LF,108,395,50,112,16,2,12,60,12,92,2,5,0.284,0.308,0.425,0.733
166," Cabrera, O",MIN,SS,160,656,83,186,36,3,9,77,36,71,13,4,0.284,0.316,0.389,0.705
167," Byrd, M",TEX,CF,146,547,66,155,43,2,20,89,32,98,8,4,0.283,0.329,0.479,0.808
168," Roberts, B",BAL,2B,159,632,110,179,56,1,16,79,74,112,30,7,0.283,0.356,0.451,0.807
169," Gutierrez, F",SEA,CF,153,565,85,160,24,1,18,70,46,122,16,5,0.283,0.339,0.425,0.764
170," Hudson, O",LAD,2B,149,551,74,156,35,6,9,62,62,99,8,1,0.283,0.357,0.417,0.774
171," Tatis, F",NYM,1B,125,340,42,96,21,4,8,48,22,54,4,1,0.282,0.339,0.438,0.777
172," Scutaro, M",TOR,SS,144,574,100,162,35,1,12,60,90,75,14,5,0.282,0.379,0.409,0.789
173," Pence, H",HOU,RF,159,585,76,165,26,5,25,72,58,109,14,11,0.282,0.346,0.472,0.818
174," Utley, C",PHI,2B,156,571,112,161,28,4,31,93,88,110,23,0,0.282,0.397,0.508,0.905
175," Damon, J",NYY,LF,143,550,107,155,36,3,24,82,71,98,12,0,0.282,0.365,0.489,0.854
176," DeJesus, D",KC,RF,144,558,74,157,28,9,13,71,51,87,4,9,0.281,0.347,0.434,0.781
177," Barker, K",CIN,1B,29,32,2,9,3,0,0,3,3,9,0,0,0.281,0.333,0.375,0.708
177," Fiorentino, J",BAL,RF,24,64,8,18,1,0,0,8,8,16,2,0,0.281,0.351,0.297,0.648
177," Garciaparra, N",OAK,1B,65,160,17,45,8,0,3,16,8,28,2,0,0.281,0.314,0.388,0.701
177," Loney, J",LAD,1B,158,576,73,162,25,2,13,90,70,68,7,3,0.281,0.357,0.399,0.756
181," Sweeney, M",SEA,DH,74,242,25,68,15,0,8,34,17,31,0,0,0.281,0.335,0.442,0.777
182," Inglett, J",TOR,LF,36,89,11,25,4,1,0,6,8,21,3,1,0.281,0.347,0.348,0.695
183," Longoria, E",TB,3B,157,584,100,164,44,0,33,113,72,140,9,0,0.281,0.364,0.526,0.889
184," McCann, B",ATL,C,138,488,63,137,35,1,21,94,49,83,4,1,0.281,0.349,0.486,0.834
185," Desmond, I",WSH,SS,21,82,9,23,7,2,4,12,5,14,1,0,0.28,0.318,0.561,0.879
186," Blake, C",LAD,3B,139,485,84,136,25,6,18,79,63,116,3,4,0.28,0.363,0.468,0.832
187," Lugo, J",STL,SS,88,257,40,72,13,5,3,21,29,45,9,0,0.28,0.352,0.405,0.756
188," Francoeur, J",NYM,RF,157,593,72,166,32,4,15,76,23,92,6,4,0.28,0.309,0.423,0.732
189," Reimold, N",BAL,LF,104,358,49,100,18,2,15,45,47,77,8,2,0.279,0.365,0.466,0.831
190," Howard, R",PHI,1B,160,616,105,172,37,4,45,141,75,186,8,1,0.279,0.36,0.571,0.931
191," Diaz, R",PIT,C,41,129,9,36,7,0,1,19,3,9,0,1,0.279,0.307,0.357,0.663
192," Reyes, J",NYM,SS,36,147,18,41,7,2,2,15,18,19,11,2,0.279,0.355,0.395,0.75
193," Pennington, C",OAK,SS,60,208,27,58,11,3,4,21,19,46,7,5,0.279,0.342,0.418,0.76
194," Drew, J",BOS,RF,137,452,84,126,30,4,24,68,82,109,2,6,0.279,0.392,0.522,0.914
195," Avila, A",DET,C,29,61,9,17,4,0,5,14,10,18,0,0,0.279,0.375,0.59,0.965
195," Milledge, L",PIT,LF,65,244,21,68,11,0,4,21,13,47,7,4,0.279,0.323,0.373,0.696
195," Roberts, R",ARI,2B,110,305,41,85,17,2,7,25,40,55,7,3,0.279,0.367,0.416,0.783
198," Kotsay, M",CWS,DH,67,187,16,52,9,0,4,23,15,21,3,2,0.278,0.327,0.39,0.717
199," Brignac, R",TB,2B,31,90,10,25,8,2,1,6,3,20,2,2,0.278,0.301,0.444,0.746
199," Catalanotto, F",MIL,RF,77,144,18,40,6,3,1,9,14,23,2,0,0.278,0.346,0.382,0.728
199," Phillips, K",TOR,C,5,18,1,5,3,0,0,2,0,4,0,0,0.278,0.278,0.444,0.722
202," LaRoche, A",ATL,1B,150,555,78,154,38,2,25,83,69,142,2,2,0.277,0.355,0.488,0.843
203," Gonzalez, A",SD,1B,160,552,90,153,27,2,40,99,119,109,1,1,0.277,0.407,0.551,0.958
204," Jones, A",BAL,CF,119,473,83,131,22,3,19,70,36,93,10,4,0.277,0.335,0.457,0.792
205," Castro, J",LAD,SS,57,112,18,31,4,0,1,9,6,25,0,0,0.277,0.311,0.339,0.65
206," Ramirez, A",CWS,SS,148,542,71,150,14,1,15,68,49,66,14,5,0.277,0.333,0.389,0.723
207," Konerko, P",CWS,1B,152,546,75,151,30,1,28,88,58,89,1,0,0.277,0.353,0.489,0.842
208," Belliard, R",LAD,2B,110,264,39,73,14,1,10,39,20,56,3,0,0.277,0.325,0.451,0.776
209," Carroll, J",CLE,2B,93,315,53,87,10,2,2,26,36,63,4,2,0.276,0.355,0.34,0.695
210," Sheffield, G",NYM,LF,100,268,44,74,13,2,10,43,40,46,2,1,0.276,0.372,0.451,0.823
211," Phillips, B",CIN,2B,153,584,78,161,30,5,20,98,44,75,25,9,0.276,0.329,0.447,0.776
212," Cuddyer, M",MIN,RF,153,588,93,162,34,7,32,94,54,118,6,1,0.276,0.342,0.52,0.862
213," Dickerson, C",CIN,LF,97,255,31,70,13,3,2,15,39,66,11,3,0.275,0.37,0.373,0.743
214," Cabrera, M",NYY,CF,154,485,66,133,28,1,13,68,43,59,10,2,0.274,0.336,0.416,0.752
215," Matsui, H",NYY,DH,142,456,62,125,21,1,28,90,64,75,0,1,0.274,0.367,0.509,0.876
216," Berkman, L",HOU,1B,136,460,73,126,31,1,25,80,97,98,7,4,0.274,0.399,0.509,0.907
217," Suzuki, K",OAK,C,147,570,74,156,37,1,15,88,28,59,8,2,0.274,0.313,0.421,0.734
218," Morneau, J",MIN,1B,135,508,85,139,31,1,30,100,72,86,0,0,0.274,0.363,0.516,0.878
219," Ross, D",ATL,C,54,128,18,35,9,0,7,20,21,39,0,0,0.273,0.38,0.508,0.888
220," Chavez, E",SEA,LF,54,161,17,44,3,1,2,13,14,22,9,1,0.273,0.328,0.342,0.669
221," Wigginton, T",BAL,1B,122,410,44,112,19,0,11,41,23,57,1,2,0.273,0.314,0.4,0.714
222," Church, R",ATL,RF,111,359,46,98,28,0,4,40,33,58,6,2,0.273,0.338,0.384,0.722
223," Hayes, B",FLA,C,14,11,5,3,1,0,1,2,0,4,0,0,0.273,0.333,0.636,0.97
223," Pena, B",KC,C,64,165,17,45,10,0,6,18,12,18,0,0,0.273,0.318,0.442,0.761
223," Perez, O",NYM,P,14,22,1,6,0,0,0,0,1,7,0,0,0.273,0.304,0.273,0.577
223," Sonnanstine, A",TB,P,6,11,3,3,1,0,0,1,1,6,0,0,0.273,0.333,0.364,0.697
223," Taguchi, S",CHC,RF,6,11,1,3,1,0,0,0,1,4,0,0,0.273,0.333,0.364,0.697
228," Lopez, J",SEA,3B,153,613,69,167,42,0,25,96,24,69,3,3,0.272,0.303,0.463,0.766
229," Napoli, M",LAA,C,114,382,60,104,22,1,20,56,40,103,3,3,0.272,0.35,0.492,0.842
230," Hafner, T",CLE,DH,94,338,46,92,19,0,16,49,41,67,0,0,0.272,0.355,0.47,0.826
231," Weeks Jr., R",MIL,2B,37,147,28,40,5,2,9,24,12,39,2,2,0.272,0.34,0.517,0.857
232," Ibanez, R",PHI,LF,134,500,93,136,32,3,34,93,56,119,4,0,0.272,0.347,0.552,0.899
233," Paulino, R",FLA,C,80,239,24,65,10,1,8,27,25,48,1,0,0.272,0.34,0.423,0.762
234," Ethier, A",LAD,RF,160,596,92,162,42,3,31,106,72,116,6,4,0.272,0.361,0.508,0.869
235," Ryal, R",ARI,LF,30,59,11,16,6,2,3,9,6,21,0,0,0.271,0.353,0.593,0.946
236," Helms, W",FLA,3B,113,214,18,58,11,0,3,33,13,54,1,1,0.271,0.318,0.364,0.682
237," Teahen, M",KC,3B,144,524,69,142,34,1,12,50,37,123,8,1,0.271,0.325,0.408,0.734
238," Baker, J",FLA,C,112,373,59,101,25,0,9,50,41,89,0,0,0.271,0.349,0.41,0.759
239," Gardner, B",NYY,LF,108,248,48,67,6,6,3,23,26,40,26,5,0.27,0.345,0.379,0.724
240," Ross, C",FLA,RF,151,559,73,151,37,1,24,90,34,122,5,2,0.27,0.321,0.469,0.79
241," Beckham, G",CWS,2B,103,378,58,102,28,1,14,63,41,65,7,4,0.27,0.347,0.46,0.808
242," Torres, A",SF,CF,75,152,30,41,6,8,6,23,16,45,6,1,0.27,0.343,0.533,0.876
243," Gwynn Jr., T",SD,CF,119,393,59,106,11,6,2,21,48,65,11,7,0.27,0.35,0.344,0.693
244," Furcal, R",LAD,SS,150,613,92,165,28,5,9,47,61,89,12,6,0.269,0.335,0.375,0.711
245," Barton, D",OAK,1B,54,160,31,43,12,1,3,24,26,25,0,2,0.269,0.372,0.413,0.784
246," Murphy, D",TEX,LF,128,432,61,116,24,1,17,57,49,106,9,4,0.269,0.338,0.447,0.785
247," Garko, R",SF,1B,118,354,39,95,13,1,13,51,29,50,0,0,0.268,0.344,0.421,0.765
248," Anderson, G",ATL,LF,135,496,52,133,27,0,13,61,27,73,1,0,0.268,0.303,0.401,0.705
249," Werth, J",PHI,RF,159,571,98,153,26,1,36,99,91,156,20,3,0.268,0.373,0.506,0.879
250," Hamilton, J",TEX,LF,89,336,43,90,19,2,10,54,24,79,8,3,0.268,0.315,0.426,0.741
251," Kotchman, C",BOS,1B,126,385,37,103,23,0,7,48,39,42,1,0,0.268,0.339,0.382,0.721
252," Bay, J",BOS,LF,151,531,103,142,29,3,36,119,94,162,13,3,0.267,0.384,0.537,0.921
